Station ID,Date,Temperature (C),Precipitation (mm)
S466,2024-01-01,26.9,80.4
S466,2024-01-02,-999,76.6
S466,2024-01-03,10.6,20.5
S466,2024-01-04,-5.0,3.0
S466,2024-01-05,15.5,34.0
S466,2024-01-06,27.9,6.0
S466,2024-01-07,-5.8,78.9
S466,2024-01-08,28.4,73.6
S466,2024-01-09,34.7,162.6
S466,2024-01-10,3.1,45.2
S466,2024-01-11,-9.6,92.4
S466,2024-01-12,-1.8,198.1
S466,2024-01-13,27.1,34.9
S466,2024-01-14,-999,58.2
S466,2024-01-15,-999,0.3
S466,2024-01-16,2.0,20.7
S466,2024-01-17,37.2,99.9
S466,2024-01-18,4.0,76.0
S466,2024-01-19,33.5,31.0
S466,2024-01-20,-5.2,25.5
S466,2024-01-21,26.2,50.8
S466,2024-01-22,2.5,77.5
S466,2024-01-23,13.9,57.2
S466,2024-01-24,8.6,67.9
S466,2024-01-25,12.5,16.6
S466,2024-01-26,1.2,26.5
S466,2024-01-27,5.7,74.1
S466,2024-01-28,10.7,9.4
S466,2024-01-29,31.6,34.5
S466,2024-01-30,5.3,62.2
S466,2024-01-31,-2.8,5.1
S466,2024-02-01,24.8,11.6
S466,2024-02-02,23.1,44.0
S466,2024-02-03,-6.8,41.7
S466,2024-02-04,30.8,47.7
S466,2024-02-05,8.3,35.7
S466,2024-02-06,31.2,98.4
S466,2024-02-07,-999,65.9
S466,2024-02-08,-1.9,10.2
S466,2024-02-09,9.5,99.6
S466,2024-02-10,-5.9,140.4
S466,2024-02-11,7.7,45.9
S466,2024-02-12,23.6,17.1
S466,2024-02-13,-999,98.4
S466,2024-02-14,29.0,63.4
S466,2024-02-15,13.0,27.5
S466,2024-02-16,6.8,54.6
S466,2024-02-17,8.1,54.4
S466,2024-02-18,31.9,95.4
S466,2024-02-19,18.2,83.3
S466,2024-02-20,1.5,65.9
S466,2024-02-21,-999,98.3
S466,2024-02-22,17.1,34.6
S466,2024-02-23,-6.6,70.0
S466,2024-02-24,-7.5,9.5
S466,2024-02-25,32.6,87.1
S466,2024-02-26,29.9,72.5
S466,2024-02-27,8.4,109.6
S466,2024-02-28,-999,3.5
S466,2024-02-29,25.8,48.9
S466,2024-03-01,6.7,27.4
S466,2024-03-02,39.6,48.0
S466,2024-03-03,38.6,161.9
S466,2024-03-04,23.9,97.7
S466,2024-03-05,14.0,90.0
S466,2024-03-06,36.7,29.5
S466,2024-03-07,3.7,39.6
S466,2024-03-08,23.5,97.9
S466,2024-03-09,12.2,91.5
S466,2024-03-10,34.1,10.7
S466,2024-03-11,-999,69.4
S466,2024-03-12,9.4,76.8
S466,2024-03-13,33.9,5.4
S466,2024-03-14,13.4,65.2
S466,2024-03-15,30.3,21.4
S466,2024-03-16,-1.4,14.0
S466,2024-03-17,18.4,1.9
S466,2024-03-18,36.0,10.0
S466,2024-03-19,-4.4,33.6
S466,2024-03-20,3.6,55.0
S466,2024-03-21,31.2,64.5
S466,2024-03-22,4.1,32.0
S466,2024-03-23,-9.6,99.0
S466,2024-03-24,25.8,42.6
S466,2024-03-25,8.4,59.6
