Station ID,Date,Temperature (C),Precipitation (mm)
S102,2024-01-01,-5.2,35.8
S102,2024-01-02,24.1,130.0
S102,2024-01-03,29.6,18.2
S102,2024-01-04,12.8,8.8
S102,2024-01-05,-999,70.0
S102,2024-01-06,0.3,86.7
S102,2024-01-07,11.7,58.7
S102,2024-01-08,20.5,86.7
S102,2024-01-09,23.6,73.8
S102,2024-01-10,12.0,81.0
S102,2024-01-11,8.6,44.0
S102,2024-01-12,-1.0,69.1
S102,2024-01-13,22.2,24.8
S102,2024-01-14,-8.8,21.7
S102,2024-01-15,6.1,82.9
S102,2024-01-16,33.7,98.0
S102,2024-01-17,38.2,19.8
S102,2024-01-18,10.4,76.6
S102,2024-01-19,34.1,25.2
S102,2024-01-20,15.3,150.0
S102,2024-01-21,-1.0,45.3
S102,2024-01-22,9.4,98.7
S102,2024-01-23,11.9,53.6
S102,2024-01-24,6.7,39.2
S102,2024-01-25,21.4,97.8
S102,2024-01-26,21.8,108.7
S102,2024-01-27,16.7,36.7
S102,2024-01-28,38.8,23.9
S102,2024-01-29,18.3,18.3
S102,2024-01-30,-5.6,8.8
S102,2024-01-31,13.0,199.1
S102,2024-02-01,39.2,71.9
S102,2024-02-02,-999,82.7
S102,2024-02-03,-3.0,12.3
S102,2024-02-04,27.1,94.8
S102,2024-02-05,14.8,70.8
S102,2024-02-06,5.5,88.0
S102,2024-02-07,-999,92.4
S102,2024-02-08,-5.3,88.7
S102,2024-02-09,0.8,17.7
S102,2024-02-10,-1.5,75.1
S102,2024-02-11,25.7,85.6
S102,2024-02-12,2.8,71.6
S102,2024-02-13,6.4,51.2
S102,2024-02-14,20.5,26.0
S102,2024-02-15,1.6,95.7
S102,2024-02-16,35.8,2.8
S102,2024-02-17,6.0,23.5
S102,2024-02-18,10.4,3.6
S102,2024-02-19,11.0,65.4
S102,2024-02-20,37.6,10.3
S102,2024-02-21,18.8,10.6
S102,2024-02-22,13.2,15.3
S102,2024-02-23,-8.0,77.5
