Station ID,Date,Temperature (C),Precipitation (mm)
S322,2024-01-01,19.9,74.6
S322,2024-01-02,23.6,37.4
S322,2024-01-03,18.0,93.3
S322,2024-01-04,16.1,7.2
S322,2024-01-05,11.9,182.0
S322,2024-01-06,9.4,54.8
S322,2024-01-07,30.0,18.4
S322,2024-01-08,3.3,74.3
S322,2024-01-09,1.3,79.0
S322,2024-01-10,23.8,24.9
S322,2024-01-11,-7.8,70.0
S322,2024-01-12,-4.5,173.6
S322,2024-01-13,-0.7,21.8
S322,2024-01-14,-999,153.3
S322,2024-01-15,15.8,60.5
S322,2024-01-16,-9.8,84.8
S322,2024-01-17,-999,47.8
S322,2024-01-18,35.5,90.4
S322,2024-01-19,28.4,24.7
S322,2024-01-20,1.6,84.6
S322,2024-01-21,-999,5.9
S322,2024-01-22,14.1,97.3
S322,2024-01-23,7.0,128.9
S322,2024-01-24,25.1,10.5
S322,2024-01-25,-5.7,158.9
S322,2024-01-26,32.2,73.4
S322,2024-01-27,6.5,69.4
S322,2024-01-28,32.5,83.8
S322,2024-01-29,13.7,35.4
S322,2024-01-30,34.5,28.3
S322,2024-01-31,-6.3,54.1
S322,2024-02-01,28.3,96.3
S322,2024-02-02,21.3,37.3
S322,2024-02-03,13.7,42.8
S322,2024-02-04,2.5,94.7
S322,2024-02-05,15.2,104.2
S322,2024-02-06,6.8,68.2
S322,2024-02-07,13.7,75.4
S322,2024-02-08,31.8,77.2
S322,2024-02-09,20.7,76.5
S322,2024-02-10,25.5,71.4
S322,2024-02-11,5.0,68.3
S322,2024-02-12,38.1,62.1
S322,2024-02-13,16.8,42.3
S322,2024-02-14,38.1,28.8
S322,2024-02-15,31.6,68.4
S322,2024-02-16,-999,80.2
S322,2024-02-17,8.6,134.8
S322,2024-02-18,11.3,41.4
S322,2024-02-19,39.1,29.0
S322,2024-02-20,22.3,73.1
S322,2024-02-21,17.2,22.7
S322,2024-02-22,-4.8,2.3
S322,2024-02-23,6.2,66.2
S322,2024-02-24,31.0,78.4
S322,2024-02-25,-3.7,79.9
S322,2024-02-26,4.4,10.2
S322,2024-02-27,33.3,58.5
S322,2024-02-28,36.4,95.1
S322,2024-02-29,9.7,12.0
S322,2024-03-01,-7.6,55.2
S322,2024-03-02,5.8,63.7
S322,2024-03-03,15.2,71.8
S322,2024-03-04,20.9,48.3
S322,2024-03-05,2.8,171.9
S322,2024-03-06,-4.6,18.4
S322,2024-03-07,16.5,6.4
S322,2024-03-08,25.5,77.9
S322,2024-03-09,27.2,16.0
S322,2024-03-10,-5.1,34.3
S322,2024-03-11,20.6,49.3
S322,2024-03-12,30.0,138.1
S322,2024-03-13,-2.2,33.7
S322,2024-03-14,24.6,58.0
S322,2024-03-15,18.2,69.7
S322,2024-03-16,-0.4,3.7
S322,2024-03-17,26.2,4.3
S322,2024-03-18,4.9,28.2
S322,2024-03-19,28.0,50.9
S322,2024-03-20,2.4,82.1
S322,2024-03-21,29.5,62.5
S322,2024-03-22,-2.6,78.4
S322,2024-03-23,-6.3,52.4
S322,2024-03-24,-0.7,151.3
S322,2024-03-25,24.5,38.0
S322,2024-03-26,25.3,26.7
S322,2024-03-27,39.2,98.5
S322,2024-03-28,12.2,21.2
S322,2024-03-29,-999,54.0
S322,2024-03-30,33.4,5.2
S322,2024-03-31,8.6,31.9
S322,2024-04-01,21.3,77.6
S322,2024-04-02,-8.2,98.8
S322,2024-04-03,1.8,20.3
S322,2024-04-04,4.6,67.1
S322,2024-04-05,32.9,69.9
S322,2024-04-06,31.2,20.4
S322,2024-04-07,16.0,46.4
S322,2024-04-08,32.5,12.6
S322,2024-04-09,19.6,44.1
S322,2024-04-10,-5.6,4.2
S322,2024-04-11,39.4,71.0
S322,2024-04-12,33.9,27.0
S322,2024-04-13,2.3,43.4
S322,2024-04-14,34.5,92.9
S322,2024-04-15,24.6,45.6
S322,2024-04-16,35.6,15.6
S322,2024-04-17,16.9,15.4
S322,2024-04-18,30.8,27.9
S322,2024-04-19,20.8,71.0
S322,2024-04-20,9.5,85.1
S322,2024-04-21,8.6,36.9
S322,2024-04-22,-4.8,27.1
S322,2024-04-23,38.6,95.6
S322,2024-04-24,32.3,72.2
S322,2024-04-25,-6.2,14.3
S322,2024-04-26,15.4,70.7
S322,2024-04-27,9.1,61.0
S322,2024-04-28,10.9,85.8
S322,2024-04-29,-0.9,96.0
S322,2024-04-30,33.4,13.0
S322,2024-05-01,25.9,9.3
S322,2024-05-02,26.8,51.7
S322,2024-05-03,22.6,134.7
S322,2024-05-04,1.2,95.0
S322,2024-05-05,27.6,2.6
S322,2024-05-06,27.0,62.2
S322,2024-05-07,14.2,30.7
S322,2024-05-08,28.0,16.5
S322,2024-05-09,13.3,54.0
S322,2024-05-10,35.8,23.3
S322,2024-05-11,16.3,77.1
S322,2024-05-12,39.8,96.2
S322,2024-05-13,2.4,37.9
S322,2024-05-14,6.5,43.3
S322,2024-05-15,9.8,33.0
S322,2024-05-16,10.9,189.8
S322,2024-05-17,30.1,20.8
S322,2024-05-18,-3.0,64.7
S322,2024-05-19,37.2,33.3
S322,2024-05-20,-9.8,26.5
S322,2024-05-21,34.9,62.4
S322,2024-05-22,31.9,68.5
S322,2024-05-23,-6.9,84.7
S322,2024-05-24,35.3,82.5
S322,2024-05-25,12.8,169.0
S322,2024-05-26,2.3,141.2
S322,2024-05-27,28.3,46.7
S322,2024-05-28,-1.4,5.8
S322,2024-05-29,10.1,89.4
S322,2024-05-30,16.6,21.7
S322,2024-05-31,23.1,97.9
S322,2024-06-01,-5.5,84.7
S322,2024-06-02,3.7,5.9
S322,2024-06-03,-3.2,87.9
S322,2024-06-04,23.4,59.9
S322,2024-06-05,-7.1,12.6
S322,2024-06-06,0.8,53.4
S322,2024-06-07,37.3,15.5
S322,2024-06-08,13.2,59.7
S322,2024-06-09,26.3,50.7
S322,2024-06-10,-7.2,57.2
S322,2024-06-11,9.9,38.1
S322,2024-06-12,1.3,16.4
S322,2024-06-13,21.9,190.7
S322,2024-06-14,17.7,64.7
S322,2024-06-15,0.4,26.1
S322,2024-06-16,5.9,129.3
S322,2024-06-17,33.7,47.2
S322,2024-06-18,20.7,34.2
S322,2024-06-19,21.0,6.7
S322,2024-06-20,-2.7,45.1
S322,2024-06-21,-1.0,2.6
S322,2024-06-22,8.2,24.6
S322,2024-06-23,-999,62.8
S322,2024-06-24,-0.6,40.1
S322,2024-06-25,22.6,39.2
S322,2024-06-26,23.0,3.0
S322,2024-06-27,29.1,59.8
S322,2024-06-28,-6.9,5.9
S322,2024-06-29,0.8,68.5
S322,2024-06-30,33.5,66.5
S322,2024-07-01,9.5,70.9
S322,2024-07-02,21.5,52.7
S322,2024-07-03,4.6,80.6
S322,2024-07-04,4.2,11.8
S322,2024-07-05,-0.1,90.2
S322,2024-07-06,22.3,9.6
S322,2024-07-07,-9.6,33.2
S322,2024-07-08,-7.9,112.0
S322,2024-07-09,12.1,99.7
S322,2024-07-10,36.5,41.3
S322,2024-07-11,3.2,95.1
S322,2024-07-12,26.8,53.8
S322,2024-07-13,25.3,18.7
S322,2024-07-14,25.1,26.3
S322,2024-07-15,19.1,24.1
S322,2024-07-16,39.3,190.6
S322,2024-07-17,18.2,35.8
S322,2024-07-18,11.2,62.5
S322,2024-07-19,-6.9,46.1
S322,2024-07-20,24.1,82.1
S322,2024-07-21,-0.0,198.0
S322,2024-07-22,-999,24.9
S322,2024-07-23,14.1,94.5
S322,2024-07-24,14.3,43.9
S322,2024-07-25,20.9,18.5
S322,2024-07-26,8.3,40.7
S322,2024-07-27,25.5,74.3
S322,2024-07-28,8.4,29.8
S322,2024-07-29,-3.2,30.4
S322,2024-07-30,12.9,63.3
S322,2024-07-31,35.2,98.5
S322,2024-08-01,10.5,74.2
S322,2024-08-02,39.1,64.4
S322,2024-08-03,9.2,2.5
S322,2024-08-04,13.1,4.1
S322,2024-08-05,-8.6,70.1
S322,2024-08-06,21.9,149.6
S322,2024-08-07,-9.2,51.2
S322,2024-08-08,3.2,72.7
S322,2024-08-09,-6.2,56.5
S322,2024-08-10,29.9,58.7
S322,2024-08-11,-5.9,70.4
S322,2024-08-12,32.3,76.0
S322,2024-08-13,2.4,175.6
S322,2024-08-14,19.1,58.0
S322,2024-08-15,6.1,12.7
S322,2024-08-16,33.7,29.7
S322,2024-08-17,10.2,57.4
S322,2024-08-18,25.5,3.9
S322,2024-08-19,36.9,40.7
S322,2024-08-20,25.3,58.1
S322,2024-08-21,9.9,131.0
S322,2024-08-22,28.6,3.2
S322,2024-08-23,26.7,142.7
S322,2024-08-24,14.6,41.6
S322,2024-08-25,-2.1,55.8
S322,2024-08-26,31.8,160.7
S322,2024-08-27,11.8,63.0
S322,2024-08-28,4.2,88.3
S322,2024-08-29,3.4,99.6
S322,2024-08-30,-2.3,45.2
S322,2024-08-31,20.5,32.8
S322,2024-09-01,7.4,77.7
S322,2024-09-02,-1.6,42.1
S322,2024-09-03,34.6,1.7
S322,2024-09-04,13.8,14.3
S322,2024-09-05,24.8,14.7
S322,2024-09-06,18.8,73.3
S322,2024-09-07,22.9,65.3
S322,2024-09-08,30.2,20.6
S322,2024-09-09,-999,47.4
S322,2024-09-10,11.4,0.3
S322,2024-09-11,10.1,95.7
S322,2024-09-12,24.1,108.7
S322,2024-09-13,-7.4,39.0
S322,2024-09-14,19.0,43.2
S322,2024-09-15,26.1,91.9
S322,2024-09-16,7.3,57.0
S322,2024-09-17,-8.8,45.5
S322,2024-09-18,19.0,40.6
S322,2024-09-19,17.9,71.7
S322,2024-09-20,27.4,33.2
S322,2024-09-21,11.0,82.4
S322,2024-09-22,-999,71.9
S322,2024-09-23,26.7,1.8
S322,2024-09-24,14.0,41.7
S322,2024-09-25,16.2,170.3
S322,2024-09-26,-8.7,180.5
S322,2024-09-27,-999,2.9
S322,2024-09-28,-3.8,65.1
S322,2024-09-29,39.1,5.5
S322,2024-09-30,-8.8,57.3
S322,2024-10-01,10.1,81.3
S322,2024-10-02,22.3,7.6
S322,2024-10-03,36.6,59.9
S322,2024-10-04,35.5,68.9
S322,2024-10-05,-7.1,34.8
S322,2024-10-06,13.6,35.4
S322,2024-10-07,-1.5,20.6
S322,2024-10-08,-0.4,167.9
S322,2024-10-09,17.7,75.4
S322,2024-10-10,24.7,45.3
S322,2024-10-11,0.1,94.7
S322,2024-10-12,19.6,23.6
S322,2024-10-13,14.1,26.0
S322,2024-10-14,-9.2,27.5
S322,2024-10-15,25.0,51.3
S322,2024-10-16,1.7,98.2
S322,2024-10-17,16.3,45.9
S322,2024-10-18,14.0,57.6
S322,2024-10-19,20.9,94.0
S322,2024-10-20,-999,95.3
S322,2024-10-21,8.8,178.7
S322,2024-10-22,3.5,50.2
S322,2024-10-23,22.5,47.0
S322,2024-10-24,19.3,93.5
S322,2024-10-25,14.6,84.4
S322,2024-10-26,23.5,0.4
S322,2024-10-27,1.9,77.4
S322,2024-10-28,39.7,65.3
S322,2024-10-29,4.0,37.7
S322,2024-10-30,14.3,37.9
S322,2024-10-31,7.4,10.3
S322,2024-11-01,12.3,92.9
S322,2024-11-02,-2.8,95.0
S322,2024-11-03,19.6,14.7
S322,2024-11-04,0.1,13.8
S322,2024-11-05,33.0,28.0
S322,2024-11-06,23.8,87.6
S322,2024-11-07,-4.2,10.6
S322,2024-11-08,21.0,49.5
S322,2024-11-09,7.0,19.6
S322,2024-11-10,5.8,53.2
S322,2024-11-11,1.6,37.3
S322,2024-11-12,9.8,85.8
S322,2024-11-13,20.9,37.8
S322,2024-11-14,8.0,72.7
S322,2024-11-15,13.5,82.0
S322,2024-11-16,34.7,12.2
S322,2024-11-17,25.6,127.6
S322,2024-11-18,23.9,18.4
S322,2024-11-19,23.2,15.6
S322,2024-11-20,18.4,12.4
S322,2024-11-21,20.6,12.6
S322,2024-11-22,-999,166.7
S322,2024-11-23,19.5,53.5
S322,2024-11-24,38.5,68.4
S322,2024-11-25,11.4,37.4
S322,2024-11-26,18.3,24.6
S322,2024-11-27,39.0,0.1
S322,2024-11-28,-999,39.2
S322,2024-11-29,3.6,48.5
S322,2024-11-30,20.1,117.1
S322,2024-12-01,2.6,57.2
S322,2024-12-02,34.9,80.8
S322,2024-12-03,11.8,60.4
S322,2024-12-04,-7.3,73.1
S322,2024-12-05,2.2,25.5
S322,2024-12-06,9.1,66.1
S322,2024-12-07,22.0,188.1
S322,2024-12-08,5.3,63.8
S322,2024-12-09,-5.1,52.7
S322,2024-12-10,8.0,55.1
S322,2024-12-11,4.6,92.2
S322,2024-12-12,24.9,77.7
S322,2024-12-13,34.1,32.8
S322,2024-12-14,3.5,35.7
S322,2024-12-15,33.0,88.0
S322,2024-12-16,13.7,0.6
S322,2024-12-17,7.9,85.2
S322,2024-12-18,7.6,57.8
S322,2024-12-19,13.8,44.6
S322,2024-12-20,-9.1,30.0
S322,2024-12-21,-5.1,61.6
S322,2024-12-22,36.8,58.2
S322,2024-12-23,27.0,36.5
S322,2024-12-24,22.0,62.1
S322,2024-12-25,25.3,20.7
S322,2024-12-26,20.5,33.9
S322,2024-12-27,8.4,10.9
S322,2024-12-28,31.1,96.3
S322,2024-12-29,18.4,22.2
S322,2024-12-30,7.1,76.3
