Station ID,Date,Temperature (C),Precipitation (mm)
S060,2024-01-01,11.1,96.5
S060,2024-01-02,3.9,42.7
S060,2024-01-03,4.0,77.2
S060,2024-01-04,8.2,48.2
S060,2024-01-05,-5.0,99.6
S060,2024-01-06,23.3,10.0
S060,2024-01-07,-3.1,44.5
S060,2024-01-08,14.3,59.7
S060,2024-01-09,35.2,7.4
S060,2024-01-10,31.5,95.0
S060,2024-01-11,36.2,83.9
S060,2024-01-12,22.3,1.2
S060,2024-01-13,29.4,52.9
S060,2024-01-14,38.4,31.4
S060,2024-01-15,33.5,45.7
S060,2024-01-16,23.8,15.5
S060,2024-01-17,3.8,24.6
S060,2024-01-18,-5.9,40.5
S060,2024-01-19,2.9,33.8
S060,2024-01-20,-9.4,87.0
S060,2024-01-21,13.9,2.7
S060,2024-01-22,7.2,33.5
S060,2024-01-23,8.4,93.5
S060,2024-01-24,20.3,60.5
S060,2024-01-25,9.9,55.8
S060,2024-01-26,-9.6,1.7
S060,2024-01-27,14.0,109.7
S060,2024-01-28,32.6,24.7
S060,2024-01-29,31.4,16.1
S060,2024-01-30,35.9,99.9
S060,2024-01-31,10.4,161.8
S060,2024-02-01,3.6,82.4
S060,2024-02-02,13.3,132.7
S060,2024-02-03,18.7,74.3
S060,2024-02-04,15.8,148.7
S060,2024-02-05,34.4,59.0
S060,2024-02-06,39.8,56.0
S060,2024-02-07,34.7,20.4
S060,2024-02-08,3.4,189.5
S060,2024-02-09,20.1,163.4
S060,2024-02-10,-8.2,94.0
S060,2024-02-11,23.0,85.3
S060,2024-02-12,11.5,96.1
S060,2024-02-13,-8.2,12.4
S060,2024-02-14,32.3,81.7
S060,2024-02-15,-8.5,1.9
S060,2024-02-16,8.1,33.2
S060,2024-02-17,28.2,51.0
S060,2024-02-18,10.0,1.9
S060,2024-02-19,-4.6,65.6
S060,2024-02-20,17.3,55.5
S060,2024-02-21,-999,35.1
S060,2024-02-22,5.0,87.6
S060,2024-02-23,-6.6,56.4
S060,2024-02-24,-4.9,77.7
S060,2024-02-25,22.3,43.8
S060,2024-02-26,2.2,19.5
S060,2024-02-27,28.4,16.6
