Station ID,Date,Temperature (C),Precipitation (mm)
S400,2024-01-01,38.0,99.6
S400,2024-01-02,5.2,64.3
S400,2024-01-03,-3.9,46.3
S400,2024-01-04,9.6,84.2
S400,2024-01-05,28.6,12.3
S400,2024-01-06,6.7,10.1
S400,2024-01-07,9.2,2.7
S400,2024-01-08,12.7,77.4
S400,2024-01-09,26.4,16.6
S400,2024-01-10,6.7,68.6
S400,2024-01-11,-0.1,20.5
S400,2024-01-12,2.3,55.4
S400,2024-01-13,19.5,54.9
S400,2024-01-14,26.3,67.3
S400,2024-01-15,6.4,7.6
S400,2024-01-16,4.4,88.9
S400,2024-01-17,7.6,68.4
S400,2024-01-18,-0.5,33.6
S400,2024-01-19,16.8,14.2
S400,2024-01-20,-5.2,77.2
S400,2024-01-21,35.4,47.3
S400,2024-01-22,-2.8,24.1
S400,2024-01-23,35.9,13.7
S400,2024-01-24,-999,177.7
S400,2024-01-25,6.7,60.3
S400,2024-01-26,28.8,157.9
S400,2024-01-27,4.6,65.0
S400,2024-01-28,12.3,26.1
S400,2024-01-29,-1.9,4.0
S400,2024-01-30,35.0,26.7
S400,2024-01-31,-4.6,25.1
S400,2024-02-01,29.4,120.5
S400,2024-02-02,-3.5,40.2
S400,2024-02-03,12.5,105.1
S400,2024-02-04,19.3,13.2
S400,2024-02-05,13.7,84.8
S400,2024-02-06,38.4,57.3
S400,2024-02-07,-1.4,92.1
S400,2024-02-08,39.1,56.2
S400,2024-02-09,39.5,64.3
S400,2024-02-10,-1.9,72.7
S400,2024-02-11,1.8,123.8
S400,2024-02-12,-999,12.0
S400,2024-02-13,21.0,81.4
S400,2024-02-14,8.0,0.1
S400,2024-02-15,4.0,80.6
S400,2024-02-16,-5.4,25.4
S400,2024-02-17,-9.5,43.7
S400,2024-02-18,13.6,99.6
S400,2024-02-19,35.7,67.6
S400,2024-02-20,-2.2,76.5
S400,2024-02-21,-6.3,8.7
S400,2024-02-22,-999,22.9
S400,2024-02-23,-7.7,113.1
S400,2024-02-24,5.1,35.0
S400,2024-02-25,-7.8,79.7
S400,2024-02-26,-6.2,196.0
S400,2024-02-27,28.5,27.9
S400,2024-02-28,-3.5,140.5
S400,2024-02-29,2.3,36.1
S400,2024-03-01,36.6,40.8
S400,2024-03-02,-999,0.8
S400,2024-03-03,30.2,131.6
S400,2024-03-04,32.2,75.8
S400,2024-03-05,1.5,73.2
S400,2024-03-06,38.5,98.4
S400,2024-03-07,-6.5,83.0
S400,2024-03-08,-0.2,60.3
S400,2024-03-09,-7.5,4.6
S400,2024-03-10,-5.3,81.8
S400,2024-03-11,27.3,32.4
S400,2024-03-12,23.0,11.0
S400,2024-03-13,3.6,12.6
S400,2024-03-14,-9.4,19.2
S400,2024-03-15,13.9,16.5
S400,2024-03-16,3.9,135.3
S400,2024-03-17,-9.4,54.0
S400,2024-03-18,0.2,20.0
S400,2024-03-19,30.3,150.1
S400,2024-03-20,17.3,89.1
S400,2024-03-21,4.2,33.6
S400,2024-03-22,14.9,43.9
S400,2024-03-23,17.2,4.3
S400,2024-03-24,26.7,83.6
S400,2024-03-25,13.8,188.7
S400,2024-03-26,19.1,56.6
S400,2024-03-27,14.3,11.4
S400,2024-03-28,-999,109.3
S400,2024-03-29,15.0,21.7
S400,2024-03-30,10.0,95.0
S400,2024-03-31,0.9,26.9
S400,2024-04-01,0.9,22.7
S400,2024-04-02,-999,54.9
S400,2024-04-03,19.7,67.6
S400,2024-04-04,-8.5,106.8
S400,2024-04-05,7.2,97.6
S400,2024-04-06,5.1,1.2
S400,2024-04-07,7.9,5.5
S400,2024-04-08,-3.1,15.7
S400,2024-04-09,12.2,102.2
S400,2024-04-10,3.4,10.7
S400,2024-04-11,40.0,89.8
S400,2024-04-12,9.3,25.4
S400,2024-04-13,21.9,24.2
S400,2024-04-14,15.1,155.5
S400,2024-04-15,6.1,98.0
S400,2024-04-16,11.4,47.1
S400,2024-04-17,4.3,3.1
S400,2024-04-18,-9.6,177.9
S400,2024-04-19,14.4,56.7
S400,2024-04-20,15.1,50.8
S400,2024-04-21,35.0,6.6
S400,2024-04-22,12.0,59.5
S400,2024-04-23,-999,12.8
S400,2024-04-24,24.5,39.8
S400,2024-04-25,0.7,74.8
S400,2024-04-26,7.1,57.3
S400,2024-04-27,0.8,1.1
S400,2024-04-28,14.7,64.3
S400,2024-04-29,4.1,93.8
S400,2024-04-30,-2.5,7.6
S400,2024-05-01,38.7,19.8
S400,2024-05-02,22.6,86.4
S400,2024-05-03,14.2,102.3
S400,2024-05-04,-3.9,6.7
S400,2024-05-05,6.9,24.0
S400,2024-05-06,16.2,90.2
S400,2024-05-07,34.1,67.5
S400,2024-05-08,9.1,91.0
S400,2024-05-09,15.5,64.5
S400,2024-05-10,8.9,84.5
S400,2024-05-11,-999,82.3
S400,2024-05-12,35.9,32.6
S400,2024-05-13,20.4,177.7
S400,2024-05-14,13.9,163.2
S400,2024-05-15,-1.9,8.1
S400,2024-05-16,19.4,5.9
S400,2024-05-17,25.2,95.6
S400,2024-05-18,34.0,59.6
S400,2024-05-19,35.4,24.8
S400,2024-05-20,20.9,20.4
S400,2024-05-21,29.4,72.6
S400,2024-05-22,-4.8,27.7
S400,2024-05-23,28.3,29.7
S400,2024-05-24,8.3,99.6
S400,2024-05-25,-1.0,33.7
S400,2024-05-26,30.7,16.0
S400,2024-05-27,-2.0,66.0
S400,2024-05-28,22.0,12.8
S400,2024-05-29,17.2,67.3
S400,2024-05-30,32.3,165.7
S400,2024-05-31,-999,94.1
S400,2024-06-01,26.5,95.7
S400,2024-06-02,13.1,93.7
S400,2024-06-03,19.9,67.8
S400,2024-06-04,30.7,51.2
S400,2024-06-05,22.3,83.5
S400,2024-06-06,12.0,11.2
S400,2024-06-07,1.9,96.7
S400,2024-06-08,17.5,35.1
S400,2024-06-09,36.3,80.3
S400,2024-06-10,1.3,49.7
S400,2024-06-11,35.9,3.1
S400,2024-06-12,24.0,23.6
S400,2024-06-13,39.9,138.3
S400,2024-06-14,-6.4,47.7
S400,2024-06-15,5.5,93.7
S400,2024-06-16,39.2,57.0
S400,2024-06-17,6.6,30.8
S400,2024-06-18,3.6,91.2
S400,2024-06-19,-999,150.1
S400,2024-06-20,27.8,83.1
S400,2024-06-21,14.4,49.1
S400,2024-06-22,7.8,71.7
S400,2024-06-23,19.2,85.8
S400,2024-06-24,20.3,64.6
S400,2024-06-25,9.0,27.7
S400,2024-06-26,4.5,53.4
S400,2024-06-27,22.4,46.6
S400,2024-06-28,5.9,96.0
S400,2024-06-29,13.3,25.4
S400,2024-06-30,31.3,191.2
S400,2024-07-01,13.0,25.1
S400,2024-07-02,-2.8,153.6
S400,2024-07-03,36.9,63.2
S400,2024-07-04,7.9,4.2
S400,2024-07-05,-3.0,14.8
S400,2024-07-06,38.4,93.3
S400,2024-07-07,-9.9,63.6
S400,2024-07-08,-999,73.4
S400,2024-07-09,30.4,37.5
S400,2024-07-10,21.7,78.1
S400,2024-07-11,16.9,4.6
S400,2024-07-12,9.0,40.0
S400,2024-07-13,-7.9,54.8
S400,2024-07-14,20.4,52.0
S400,2024-07-15,30.7,84.2
S400,2024-07-16,3.8,24.8
S400,2024-07-17,28.0,41.2
S400,2024-07-18,-3.9,60.2
S400,2024-07-19,-8.9,78.9
S400,2024-07-20,3.9,14.4
S400,2024-07-21,-5.3,17.9
S400,2024-07-22,27.9,26.5
S400,2024-07-23,-999,14.6
S400,2024-07-24,33.0,8.2
S400,2024-07-25,14.7,84.2
S400,2024-07-26,28.4,19.9
S400,2024-07-27,-1.7,125.2
S400,2024-07-28,4.5,53.1
S400,2024-07-29,0.3,99.8
S400,2024-07-30,29.2,16.8
S400,2024-07-31,-5.8,70.2
S400,2024-08-01,16.9,55.9
S400,2024-08-02,28.5,77.0
S400,2024-08-03,11.9,68.4
S400,2024-08-04,1.1,105.7
S400,2024-08-05,27.8,67.8
S400,2024-08-06,27.4,128.8
S400,2024-08-07,-2.7,111.6
S400,2024-08-08,-999,25.8
S400,2024-08-09,-5.0,90.5
S400,2024-08-10,25.1,15.2
S400,2024-08-11,7.9,23.9
S400,2024-08-12,28.2,49.6
S400,2024-08-13,25.9,71.2
S400,2024-08-14,22.4,94.5
S400,2024-08-15,-999,70.5
S400,2024-08-16,38.9,49.1
S400,2024-08-17,25.6,32.3
S400,2024-08-18,4.2,30.0
S400,2024-08-19,37.3,42.8
S400,2024-08-20,1.9,62.9
S400,2024-08-21,13.8,58.6
S400,2024-08-22,2.4,61.5
S400,2024-08-23,26.7,20.9
S400,2024-08-24,4.7,37.5
S400,2024-08-25,36.9,52.0
S400,2024-08-26,-999,93.9
S400,2024-08-27,17.6,84.5
S400,2024-08-28,9.9,4.6
S400,2024-08-29,1.6,10.8
S400,2024-08-30,10.5,19.5
S400,2024-08-31,3.2,1.4
S400,2024-09-01,-5.8,92.5
S400,2024-09-02,16.6,68.9
S400,2024-09-03,15.1,20.7
S400,2024-09-04,4.5,56.4
S400,2024-09-05,-7.9,87.8
S400,2024-09-06,1.0,63.4
S400,2024-09-07,21.5,16.4
S400,2024-09-08,22.7,6.4
S400,2024-09-09,-9.2,3.6
S400,2024-09-10,20.2,9.7
S400,2024-09-11,-7.5,3.5
S400,2024-09-12,20.5,44.2
S400,2024-09-13,29.2,15.9
S400,2024-09-14,12.8,28.9
S400,2024-09-15,-5.9,88.3
S400,2024-09-16,37.7,20.0
S400,2024-09-17,-9.6,92.1
S400,2024-09-18,38.2,53.5
S400,2024-09-19,22.4,38.3
S400,2024-09-20,3.1,122.3
S400,2024-09-21,-5.9,4.5
S400,2024-09-22,19.7,11.0
S400,2024-09-23,30.3,36.5
S400,2024-09-24,-0.9,47.3
S400,2024-09-25,18.7,74.9
S400,2024-09-26,25.7,79.2
S400,2024-09-27,14.1,88.2
S400,2024-09-28,30.1,25.1
S400,2024-09-29,16.4,37.8
S400,2024-09-30,10.8,15.1
S400,2024-10-01,-3.4,18.4
S400,2024-10-02,31.5,78.0
S400,2024-10-03,0.8,22.9
S400,2024-10-04,23.9,21.6
S400,2024-10-05,5.0,20.2
S400,2024-10-06,-4.6,75.6
S400,2024-10-07,33.0,13.9
S400,2024-10-08,2.4,89.7
S400,2024-10-09,21.5,94.6
S400,2024-10-10,21.0,33.7
S400,2024-10-11,28.6,31.6
S400,2024-10-12,29.1,10.6
S400,2024-10-13,-6.5,47.5
S400,2024-10-14,16.8,79.2
S400,2024-10-15,25.2,35.7
S400,2024-10-16,1.7,8.4
S400,2024-10-17,-8.4,85.2
S400,2024-10-18,22.6,96.4
S400,2024-10-19,5.6,76.9
S400,2024-10-20,38.9,48.9
S400,2024-10-21,2.8,47.0
S400,2024-10-22,11.8,24.9
S400,2024-10-23,-6.0,88.0
S400,2024-10-24,-6.3,82.1
S400,2024-10-25,24.1,83.6
S400,2024-10-26,27.4,35.3
S400,2024-10-27,29.7,45.8
S400,2024-10-28,34.9,69.8
S400,2024-10-29,28.7,100.8
S400,2024-10-30,30.2,3.1
S400,2024-10-31,1.0,21.8
S400,2024-11-01,0.5,122.0
S400,2024-11-02,-999,67.0
S400,2024-11-03,-6.7,11.4
S400,2024-11-04,32.2,21.6
S400,2024-11-05,17.8,5.9
S400,2024-11-06,17.1,99.5
S400,2024-11-07,-8.0,31.9
S400,2024-11-08,2.0,98.6
S400,2024-11-09,6.6,80.5
S400,2024-11-10,-7.1,47.4
S400,2024-11-11,-9.5,191.6
S400,2024-11-12,2.7,60.7
S400,2024-11-13,-5.8,90.4
S400,2024-11-14,31.3,77.7
S400,2024-11-15,37.0,75.0
S400,2024-11-16,-1.0,33.8
S400,2024-11-17,-4.9,12.9
S400,2024-11-18,13.5,40.2
S400,2024-11-19,39.1,52.9
S400,2024-11-20,-7.7,53.2
S400,2024-11-21,11.7,34.9
S400,2024-11-22,10.1,83.6
S400,2024-11-23,-1.2,44.3
S400,2024-11-24,-6.3,78.6
S400,2024-11-25,33.0,63.4
S400,2024-11-26,-6.2,24.0
S400,2024-11-27,-3.6,12.6
S400,2024-11-28,16.3,106.1
S400,2024-11-29,-3.6,82.3
S400,2024-11-30,23.0,10.1
S400,2024-12-01,25.0,20.9
S400,2024-12-02,39.3,41.5
S400,2024-12-03,12.9,90.9
S400,2024-12-04,-999,47.3
S400,2024-12-05,31.4,95.7
S400,2024-12-06,22.8,96.6
S400,2024-12-07,24.2,28.5
S400,2024-12-08,30.7,77.3
S400,2024-12-09,15.7,92.0
S400,2024-12-10,8.8,43.4
S400,2024-12-11,27.1,34.1
S400,2024-12-12,-6.8,7.3
S400,2024-12-13,6.2,91.1
S400,2024-12-14,37.4,99.1
S400,2024-12-15,19.5,64.5
S400,2024-12-16,7.0,78.9
S400,2024-12-17,20.2,41.0
S400,2024-12-18,-5.5,19.4
S400,2024-12-19,0.8,0.4
S400,2024-12-20,16.4,53.0
S400,2024-12-21,25.5,84.3
S400,2024-12-22,1.4,57.3
S400,2024-12-23,1.6,22.4
