Station ID,Date,Temperature (C),Precipitation (mm)
S357,2024-01-01,26.3,51.6
S357,2024-01-02,34.9,85.3
S357,2024-01-03,17.1,14.3
S357,2024-01-04,28.6,71.8
S357,2024-01-05,26.2,90.1
S357,2024-01-06,20.8,15.1
S357,2024-01-07,3.3,94.4
S357,2024-01-08,-4.5,65.0
S357,2024-01-09,-3.0,2.6
S357,2024-01-10,7.8,104.9
S357,2024-01-11,-3.8,42.9
S357,2024-01-12,-7.5,26.2
S357,2024-01-13,37.1,76.1
S357,2024-01-14,2.7,194.4
S357,2024-01-15,-8.7,25.4
S357,2024-01-16,24.6,90.2
S357,2024-01-17,21.1,47.5
S357,2024-01-18,-3.9,21.4
S357,2024-01-19,22.2,86.8
S357,2024-01-20,23.6,29.2
S357,2024-01-21,9.0,18.9
S357,2024-01-22,9.6,29.5
S357,2024-01-23,2.9,72.3
S357,2024-01-24,19.6,57.4
S357,2024-01-25,-4.6,43.1
S357,2024-01-26,30.6,3.1
S357,2024-01-27,20.6,102.2
S357,2024-01-28,0.5,57.2
S357,2024-01-29,1.1,6.9
S357,2024-01-30,8.3,56.5
S357,2024-01-31,4.7,168.4
S357,2024-02-01,-1.1,61.8
S357,2024-02-02,-2.9,11.0
S357,2024-02-03,-9.3,1.9
S357,2024-02-04,-9.4,98.2
S357,2024-02-05,9.0,162.3
S357,2024-02-06,12.5,142.7
S357,2024-02-07,14.0,3.1
S357,2024-02-08,12.9,48.8
S357,2024-02-09,14.7,75.6
S357,2024-02-10,-6.0,32.8
S357,2024-02-11,25.4,10.6
S357,2024-02-12,18.9,45.4
S357,2024-02-13,1.6,91.1
S357,2024-02-14,10.7,83.7
S357,2024-02-15,17.5,104.2
S357,2024-02-16,19.2,2.6
S357,2024-02-17,24.7,70.9
S357,2024-02-18,-1.9,157.4
S357,2024-02-19,20.0,79.2
S357,2024-02-20,19.6,35.8
S357,2024-02-21,-1.1,45.1
S357,2024-02-22,-5.3,35.4
S357,2024-02-23,12.5,197.4
S357,2024-02-24,16.7,36.2
S357,2024-02-25,-0.9,65.2
S357,2024-02-26,39.6,26.1
S357,2024-02-27,12.7,94.6
S357,2024-02-28,32.2,35.7
S357,2024-02-29,31.7,54.6
S357,2024-03-01,26.2,64.0
S357,2024-03-02,35.7,16.2
S357,2024-03-03,-999,55.5
S357,2024-03-04,25.9,57.1
S357,2024-03-05,6.3,11.7
S357,2024-03-06,35.6,43.3
S357,2024-03-07,18.1,99.2
S357,2024-03-08,11.3,32.3
S357,2024-03-09,10.2,160.1
S357,2024-03-10,30.9,97.7
S357,2024-03-11,15.7,35.6
S357,2024-03-12,39.7,75.6
S357,2024-03-13,-3.2,20.9
S357,2024-03-14,26.3,66.0
S357,2024-03-15,28.3,80.6
S357,2024-03-16,-999,34.9
S357,2024-03-17,25.8,40.3
S357,2024-03-18,27.1,5.7
S357,2024-03-19,1.0,71.5
S357,2024-03-20,19.5,35.4
S357,2024-03-21,39.6,27.7
S357,2024-03-22,38.3,26.3
S357,2024-03-23,13.8,9.4
S357,2024-03-24,12.3,66.6
S357,2024-03-25,25.2,2.2
S357,2024-03-26,13.2,36.8
S357,2024-03-27,11.6,14.9
S357,2024-03-28,10.0,85.5
S357,2024-03-29,2.8,106.6
S357,2024-03-30,18.0,31.7
S357,2024-03-31,-8.1,75.0
S357,2024-04-01,28.9,49.5
S357,2024-04-02,-8.4,66.6
S357,2024-04-03,2.3,86.3
S357,2024-04-04,-7.2,127.2
S357,2024-04-05,16.4,49.6
S357,2024-04-06,24.8,143.8
S357,2024-04-07,25.3,93.1
S357,2024-04-08,1.7,154.9
S357,2024-04-09,3.1,78.1
S357,2024-04-10,11.2,56.9
S357,2024-04-11,35.9,162.0
S357,2024-04-12,9.1,110.4
S357,2024-04-13,19.2,21.7
S357,2024-04-14,28.4,86.1
S357,2024-04-15,-999,37.0
S357,2024-04-16,17.7,13.3
S357,2024-04-17,3.2,9.4
S357,2024-04-18,2.1,62.0
S357,2024-04-19,-9.2,1.1
S357,2024-04-20,19.3,95.7
S357,2024-04-21,10.5,31.5
S357,2024-04-22,31.6,25.4
S357,2024-04-23,37.8,13.2
S357,2024-04-24,24.0,42.5
S357,2024-04-25,-1.8,93.0
S357,2024-04-26,25.4,33.1
S357,2024-04-27,32.9,88.1
S357,2024-04-28,7.7,64.0
S357,2024-04-29,20.3,6.8
S357,2024-04-30,18.7,125.1
S357,2024-05-01,34.6,33.4
S357,2024-05-02,17.8,98.7
S357,2024-05-03,15.5,96.4
S357,2024-05-04,12.0,0.9
S357,2024-05-05,-9.6,40.2
S357,2024-05-06,37.6,27.2
S357,2024-05-07,28.3,9.9
S357,2024-05-08,11.8,2.3
S357,2024-05-09,29.7,63.0
S357,2024-05-10,21.7,78.9
S357,2024-05-11,-7.1,34.2
S357,2024-05-12,38.7,48.8
S357,2024-05-13,-7.5,78.6
S357,2024-05-14,8.0,47.5
S357,2024-05-15,-9.1,88.7
S357,2024-05-16,30.1,21.4
S357,2024-05-17,-4.8,60.8
S357,2024-05-18,18.9,92.1
S357,2024-05-19,-8.9,88.4
S357,2024-05-20,-0.5,22.8
S357,2024-05-21,26.3,99.6
S357,2024-05-22,15.2,50.8
S357,2024-05-23,7.1,191.9
S357,2024-05-24,-5.3,36.9
S357,2024-05-25,37.0,139.9
S357,2024-05-26,0.6,25.9
S357,2024-05-27,19.0,150.0
S357,2024-05-28,36.4,26.6
S357,2024-05-29,29.4,47.7
S357,2024-05-30,14.0,86.2
S357,2024-05-31,-999,13.9
S357,2024-06-01,19.1,32.6
S357,2024-06-02,21.6,72.6
S357,2024-06-03,3.9,95.0
S357,2024-06-04,7.8,46.1
S357,2024-06-05,29.3,81.7
S357,2024-06-06,17.1,97.6
S357,2024-06-07,17.6,72.0
S357,2024-06-08,23.1,10.9
S357,2024-06-09,18.3,62.4
S357,2024-06-10,2.5,79.2
S357,2024-06-11,-2.9,82.4
S357,2024-06-12,36.8,34.5
S357,2024-06-13,27.8,66.6
S357,2024-06-14,21.3,97.9
S357,2024-06-15,30.7,182.1
S357,2024-06-16,-4.9,53.4
S357,2024-06-17,9.5,34.9
S357,2024-06-18,13.2,89.8
S357,2024-06-19,6.9,68.2
S357,2024-06-20,-8.3,3.4
S357,2024-06-21,19.1,8.5
S357,2024-06-22,31.2,97.6
S357,2024-06-23,-6.5,69.8
S357,2024-06-24,28.3,18.7
S357,2024-06-25,4.1,1.0
S357,2024-06-26,38.0,103.6
S357,2024-06-27,5.1,5.0
S357,2024-06-28,26.3,48.2
S357,2024-06-29,19.9,56.9
S357,2024-06-30,34.4,79.9
S357,2024-07-01,-999,64.6
S357,2024-07-02,38.7,76.5
S357,2024-07-03,-4.3,40.5
S357,2024-07-04,32.0,8.1
S357,2024-07-05,12.0,4.8
S357,2024-07-06,11.3,24.7
S357,2024-07-07,16.6,63.8
S357,2024-07-08,8.9,74.9
S357,2024-07-09,25.9,26.0
S357,2024-07-10,21.3,46.1
S357,2024-07-11,0.1,64.0
S357,2024-07-12,29.2,74.2
S357,2024-07-13,27.1,140.5
S357,2024-07-14,30.0,61.4
S357,2024-07-15,19.9,8.0
S357,2024-07-16,10.8,76.4
S357,2024-07-17,21.2,166.9
S357,2024-07-18,16.7,21.9
S357,2024-07-19,3.3,22.6
S357,2024-07-20,5.9,2.4
S357,2024-07-21,1.7,199.0
S357,2024-07-22,23.8,54.9
S357,2024-07-23,32.2,50.1
S357,2024-07-24,14.8,97.9
S357,2024-07-25,28.4,82.4
S357,2024-07-26,34.1,3.7
S357,2024-07-27,-4.4,54.8
S357,2024-07-28,-999,84.1
S357,2024-07-29,39.7,85.5
S357,2024-07-30,-3.1,93.3
S357,2024-07-31,36.8,95.4
S357,2024-08-01,25.6,58.0
S357,2024-08-02,34.6,64.8
S357,2024-08-03,-4.2,77.8
S357,2024-08-04,9.5,4.2
S357,2024-08-05,4.2,25.4
S357,2024-08-06,10.4,63.2
S357,2024-08-07,19.4,51.5
S357,2024-08-08,9.4,17.3
S357,2024-08-09,33.6,75.2
S357,2024-08-10,32.3,43.7
S357,2024-08-11,1.6,84.1
S357,2024-08-12,38.9,43.8
S357,2024-08-13,19.7,21.5
S357,2024-08-14,24.2,57.4
S357,2024-08-15,14.7,71.4
S357,2024-08-16,-8.6,35.1
S357,2024-08-17,-4.2,46.7
S357,2024-08-18,-999,14.7
S357,2024-08-19,35.4,32.2
S357,2024-08-20,0.7,28.3
S357,2024-08-21,40.0,74.6
S357,2024-08-22,32.5,176.9
S357,2024-08-23,-6.4,71.5
