Station ID,Date,Temperature (C),Precipitation (mm)
S064,2024-01-01,22.3,44.0
S064,2024-01-02,24.0,23.7
S064,2024-01-03,6.9,44.4
S064,2024-01-04,1.4,1.1
S064,2024-01-05,-0.9,13.1
S064,2024-01-06,23.3,14.1
S064,2024-01-07,22.5,28.6
S064,2024-01-08,17.3,83.4
S064,2024-01-09,-999,126.3
S064,2024-01-10,25.0,93.9
S064,2024-01-11,4.9,70.6
S064,2024-01-12,-3.5,188.6
S064,2024-01-13,33.8,25.3
S064,2024-01-14,7.6,15.5
S064,2024-01-15,17.2,70.5
S064,2024-01-16,32.2,43.6
S064,2024-01-17,-6.9,75.5
S064,2024-01-18,-6.3,51.9
S064,2024-01-19,24.6,6.7
S064,2024-01-20,33.0,83.1
S064,2024-01-21,15.4,53.9
S064,2024-01-22,36.7,50.9
S064,2024-01-23,7.5,67.7
S064,2024-01-24,29.7,83.0
S064,2024-01-25,15.5,105.5
S064,2024-01-26,0.3,147.0
S064,2024-01-27,-9.6,54.3
S064,2024-01-28,6.7,35.5
S064,2024-01-29,7.9,140.4
S064,2024-01-30,8.5,65.2
S064,2024-01-31,16.6,29.1
S064,2024-02-01,8.3,105.3
S064,2024-02-02,38.9,29.7
S064,2024-02-03,4.0,122.5
S064,2024-02-04,27.3,64.3
S064,2024-02-05,14.2,82.0
S064,2024-02-06,-1.4,40.6
S064,2024-02-07,38.8,32.8
S064,2024-02-08,32.4,65.2
S064,2024-02-09,20.2,40.6
S064,2024-02-10,5.9,12.5
S064,2024-02-11,5.3,48.3
S064,2024-02-12,-8.8,68.2
S064,2024-02-13,37.9,88.6
S064,2024-02-14,-5.7,56.4
S064,2024-02-15,28.0,77.0
S064,2024-02-16,8.0,86.5
S064,2024-02-17,-999,85.2
S064,2024-02-18,33.9,46.1
S064,2024-02-19,-2.4,35.7
S064,2024-02-20,2.6,15.5
S064,2024-02-21,11.4,85.6
S064,2024-02-22,30.8,51.9
S064,2024-02-23,22.3,163.9
S064,2024-02-24,-1.6,96.8
S064,2024-02-25,1.2,19.0
S064,2024-02-26,8.9,56.8
S064,2024-02-27,-8.0,180.9
S064,2024-02-28,0.4,60.4
S064,2024-02-29,5.2,68.0
S064,2024-03-01,29.6,71.9
S064,2024-03-02,38.5,100.0
S064,2024-03-03,33.9,36.5
S064,2024-03-04,15.7,162.5
S064,2024-03-05,1.7,5.9
S064,2024-03-06,9.2,2.3
S064,2024-03-07,5.3,152.4
S064,2024-03-08,25.5,26.5
S064,2024-03-09,39.7,86.5
S064,2024-03-10,-8.7,10.4
S064,2024-03-11,19.2,18.8
S064,2024-03-12,0.4,62.5
S064,2024-03-13,15.5,8.9
S064,2024-03-14,29.2,139.0
S064,2024-03-15,5.7,48.8
S064,2024-03-16,19.0,91.5
S064,2024-03-17,-0.5,85.7
S064,2024-03-18,21.1,43.1
S064,2024-03-19,31.2,48.7
S064,2024-03-20,-6.4,60.5
S064,2024-03-21,4.0,16.5
S064,2024-03-22,2.5,94.7
S064,2024-03-23,-999,85.2
S064,2024-03-24,2.2,21.1
S064,2024-03-25,16.9,58.2
S064,2024-03-26,12.4,81.6
S064,2024-03-27,0.4,150.2
S064,2024-03-28,9.2,14.1
S064,2024-03-29,-9.7,78.9
S064,2024-03-30,-2.0,19.2
S064,2024-03-31,-6.8,91.6
S064,2024-04-01,19.2,19.7
S064,2024-04-02,23.4,93.3
S064,2024-04-03,22.4,54.5
S064,2024-04-04,36.7,1.7
S064,2024-04-05,24.7,61.1
S064,2024-04-06,28.5,60.0
S064,2024-04-07,9.3,16.4
S064,2024-04-08,-6.8,68.8
S064,2024-04-09,6.9,167.9
S064,2024-04-10,0.7,25.0
S064,2024-04-11,-5.7,24.0
S064,2024-04-12,17.1,29.9
S064,2024-04-13,9.3,119.2
S064,2024-04-14,35.3,84.9
S064,2024-04-15,38.1,90.3
S064,2024-04-16,-4.3,43.7
S064,2024-04-17,7.7,12.0
S064,2024-04-18,29.4,14.4
S064,2024-04-19,5.2,25.6
S064,2024-04-20,20.3,39.3
S064,2024-04-21,-8.3,47.3
S064,2024-04-22,-7.2,97.3
S064,2024-04-23,37.9,92.2
S064,2024-04-24,8.2,83.8
S064,2024-04-25,8.2,0.4
S064,2024-04-26,39.6,66.5
S064,2024-04-27,-7.8,27.7
S064,2024-04-28,15.1,53.9
S064,2024-04-29,20.4,30.0
S064,2024-04-30,-1.8,53.7
S064,2024-05-01,10.9,7.6
S064,2024-05-02,-8.4,34.4
