Station ID,Date,Temperature (C),Precipitation (mm)
S359,2024-01-01,5.6,83.0
S359,2024-01-02,24.3,42.6
S359,2024-01-03,39.4,51.1
S359,2024-01-04,10.4,69.6
S359,2024-01-05,-5.3,81.3
S359,2024-01-06,-9.8,117.5
S359,2024-01-07,-999,16.3
S359,2024-01-08,-7.6,78.8
S359,2024-01-09,1.0,64.1
S359,2024-01-10,0.2,41.9
S359,2024-01-11,19.0,73.9
S359,2024-01-12,8.2,82.8
S359,2024-01-13,0.1,191.5
S359,2024-01-14,19.9,43.9
S359,2024-01-15,-0.1,80.6
S359,2024-01-16,-3.4,89.6
S359,2024-01-17,-5.4,173.0
S359,2024-01-18,36.2,90.8
S359,2024-01-19,26.4,59.1
S359,2024-01-20,11.5,132.3
S359,2024-01-21,33.6,53.8
S359,2024-01-22,33.9,52.4
S359,2024-01-23,2.7,108.6
S359,2024-01-24,15.3,58.9
S359,2024-01-25,17.5,73.4
S359,2024-01-26,34.4,172.0
S359,2024-01-27,-999,61.7
S359,2024-01-28,10.8,76.6
S359,2024-01-29,3.0,1.0
S359,2024-01-30,-8.9,15.0
S359,2024-01-31,18.0,13.9
S359,2024-02-01,24.6,35.1
S359,2024-02-02,39.8,7.7
S359,2024-02-03,3.7,41.3
S359,2024-02-04,-999,2.3
S359,2024-02-05,10.4,36.0
S359,2024-02-06,36.8,122.9
S359,2024-02-07,1.6,25.7
S359,2024-02-08,37.3,101.0
S359,2024-02-09,8.5,150.6
S359,2024-02-10,10.9,17.3
S359,2024-02-11,17.0,78.6
S359,2024-02-12,4.2,19.6
S359,2024-02-13,37.5,22.8
S359,2024-02-14,1.8,35.6
S359,2024-02-15,11.7,27.6
S359,2024-02-16,9.2,32.2
S359,2024-02-17,-6.2,151.6
S359,2024-02-18,18.6,50.8
S359,2024-02-19,30.1,20.0
S359,2024-02-20,19.3,15.8
S359,2024-02-21,5.3,30.7
S359,2024-02-22,-6.1,53.8
S359,2024-02-23,21.3,17.0
S359,2024-02-24,12.6,29.2
S359,2024-02-25,24.0,9.0
S359,2024-02-26,-9.4,25.2
S359,2024-02-27,13.3,66.6
S359,2024-02-28,5.5,92.6
