Station ID,Date,Temperature (C),Precipitation (mm)
S057,2024-01-01,38.2,45.5
S057,2024-01-02,22.6,62.0
S057,2024-01-03,8.8,7.0
S057,2024-01-04,-9.7,50.7
S057,2024-01-05,25.4,16.5
S057,2024-01-06,23.0,94.9
S057,2024-01-07,15.5,94.9
S057,2024-01-08,16.7,20.8
S057,2024-01-09,14.7,32.0
S057,2024-01-10,-6.8,115.2
S057,2024-01-11,4.7,138.2
S057,2024-01-12,24.9,46.8
S057,2024-01-13,17.1,97.5
S057,2024-01-14,34.0,93.2
S057,2024-01-15,16.3,87.1
S057,2024-01-16,-9.1,64.5
S057,2024-01-17,26.6,67.7
S057,2024-01-18,3.4,17.5
S057,2024-01-19,-7.9,159.5
S057,2024-01-20,11.3,16.8
S057,2024-01-21,8.8,94.7
S057,2024-01-22,12.4,7.4
S057,2024-01-23,5.8,53.6
S057,2024-01-24,18.5,84.6
S057,2024-01-25,13.9,12.4
S057,2024-01-26,15.2,20.7
S057,2024-01-27,37.5,130.9
S057,2024-01-28,36.3,74.3
S057,2024-01-29,20.3,65.9
S057,2024-01-30,2.0,18.2
S057,2024-01-31,-7.5,82.9
S057,2024-02-01,21.2,64.9
S057,2024-02-02,16.4,3.5
S057,2024-02-03,18.1,34.2
S057,2024-02-04,1.8,30.8
S057,2024-02-05,17.6,167.0
S057,2024-02-06,-2.7,148.3
S057,2024-02-07,14.9,51.3
S057,2024-02-08,10.5,73.7
S057,2024-02-09,-9.3,28.0
S057,2024-02-10,34.8,65.2
S057,2024-02-11,5.1,36.0
S057,2024-02-12,-2.1,4.2
S057,2024-02-13,7.7,24.7
S057,2024-02-14,22.6,98.3
S057,2024-02-15,29.5,63.8
S057,2024-02-16,22.0,30.0
S057,2024-02-17,7.1,53.8
S057,2024-02-18,31.8,18.6
S057,2024-02-19,4.8,75.4
S057,2024-02-20,6.7,2.4
S057,2024-02-21,-1.4,5.0
S057,2024-02-22,39.9,19.4
S057,2024-02-23,28.0,152.6
S057,2024-02-24,-9.8,95.2
S057,2024-02-25,-4.7,43.8
S057,2024-02-26,5.6,72.1
