Station ID,Date,Temperature (C),Precipitation (mm)
S042,2024-01-01,5.1,84.3
S042,2024-01-02,-2.7,51.3
S042,2024-01-03,5.7,99.8
S042,2024-01-04,1.3,2.1
S042,2024-01-05,21.8,51.0
S042,2024-01-06,-0.1,117.6
S042,2024-01-07,-999,15.3
S042,2024-01-08,22.1,52.4
S042,2024-01-09,39.1,53.7
S042,2024-01-10,7.9,36.5
S042,2024-01-11,19.2,24.4
S042,2024-01-12,20.3,98.8
S042,2024-01-13,4.8,66.4
S042,2024-01-14,33.3,73.2
S042,2024-01-15,29.7,37.2
S042,2024-01-16,6.0,18.3
S042,2024-01-17,16.3,45.3
S042,2024-01-18,24.8,158.4
S042,2024-01-19,35.2,51.4
S042,2024-01-20,-3.0,50.1
S042,2024-01-21,13.0,95.0
S042,2024-01-22,35.4,41.0
S042,2024-01-23,1.0,32.1
S042,2024-01-24,-999,187.0
S042,2024-01-25,38.6,71.0
S042,2024-01-26,-6.6,83.2
S042,2024-01-27,15.3,72.1
S042,2024-01-28,6.8,34.8
S042,2024-01-29,-1.8,159.1
S042,2024-01-30,33.8,10.5
S042,2024-01-31,-5.8,82.9
S042,2024-02-01,31.9,42.6
S042,2024-02-02,-999,82.0
S042,2024-02-03,30.6,87.2
S042,2024-02-04,-6.1,45.8
S042,2024-02-05,34.8,133.0
S042,2024-02-06,10.2,93.2
S042,2024-02-07,38.8,134.0
S042,2024-02-08,37.7,72.2
S042,2024-02-09,31.7,75.5
S042,2024-02-10,33.5,39.3
S042,2024-02-11,30.4,136.4
S042,2024-02-12,24.4,140.2
S042,2024-02-13,-9.3,34.0
S042,2024-02-14,9.6,42.2
S042,2024-02-15,31.2,22.5
S042,2024-02-16,34.3,64.3
S042,2024-02-17,36.5,42.3
S042,2024-02-18,35.9,34.5
S042,2024-02-19,-0.7,159.8
S042,2024-02-20,4.2,50.0
S042,2024-02-21,0.8,94.1
S042,2024-02-22,-4.2,194.3
S042,2024-02-23,13.9,21.5
S042,2024-02-24,27.3,93.1
S042,2024-02-25,32.0,67.2
S042,2024-02-26,30.4,161.1
S042,2024-02-27,34.3,62.8
S042,2024-02-28,9.6,30.2
S042,2024-02-29,29.4,52.3
S042,2024-03-01,37.9,130.6
S042,2024-03-02,-999,87.6
S042,2024-03-03,0.1,53.7
S042,2024-03-04,11.6,91.6
S042,2024-03-05,38.4,41.0
S042,2024-03-06,27.4,45.7
S042,2024-03-07,40.0,177.6
S042,2024-03-08,-7.8,68.1
S042,2024-03-09,27.9,41.4
S042,2024-03-10,25.6,146.0
S042,2024-03-11,11.6,99.0
S042,2024-03-12,13.5,89.8
S042,2024-03-13,-2.1,74.1
S042,2024-03-14,-3.6,58.2
S042,2024-03-15,2.8,17.4
S042,2024-03-16,24.5,43.0
S042,2024-03-17,16.9,30.1
S042,2024-03-18,16.3,90.5
S042,2024-03-19,7.0,7.1
S042,2024-03-20,18.1,1.7
S042,2024-03-21,39.7,11.6
S042,2024-03-22,9.7,34.0
S042,2024-03-23,31.2,4.0
S042,2024-03-24,29.1,54.3
S042,2024-03-25,9.3,18.3
S042,2024-03-26,39.7,41.7
S042,2024-03-27,18.6,1.3
S042,2024-03-28,17.1,35.8
S042,2024-03-29,9.2,2.8
S042,2024-03-30,2.9,9.8
S042,2024-03-31,9.4,98.6
S042,2024-04-01,-5.1,32.8
S042,2024-04-02,16.3,108.8
S042,2024-04-03,30.4,129.1
S042,2024-04-04,-999,0.6
S042,2024-04-05,32.3,86.9
S042,2024-04-06,19.1,53.0
S042,2024-04-07,39.7,16.9
S042,2024-04-08,28.2,82.7
S042,2024-04-09,16.9,56.8
S042,2024-04-10,1.5,82.9
S042,2024-04-11,24.3,190.5
S042,2024-04-12,33.9,73.5
S042,2024-04-13,35.3,12.5
S042,2024-04-14,27.3,76.6
S042,2024-04-15,25.0,51.8
S042,2024-04-16,31.5,42.5
S042,2024-04-17,-999,51.7
S042,2024-04-18,-5.8,58.5
S042,2024-04-19,1.4,19.7
S042,2024-04-20,36.3,35.2
S042,2024-04-21,17.5,63.4
S042,2024-04-22,12.4,6.0
S042,2024-04-23,-4.3,24.2
S042,2024-04-24,0.2,60.9
S042,2024-04-25,0.1,85.3
S042,2024-04-26,3.1,44.7
S042,2024-04-27,28.7,32.3
S042,2024-04-28,5.5,64.0
S042,2024-04-29,11.2,61.1
S042,2024-04-30,28.3,44.9
S042,2024-05-01,-2.9,79.8
S042,2024-05-02,6.4,67.6
S042,2024-05-03,-7.5,5.6
S042,2024-05-04,-8.5,38.6
S042,2024-05-05,17.5,22.8
S042,2024-05-06,35.5,22.6
S042,2024-05-07,8.2,7.1
S042,2024-05-08,25.1,87.9
S042,2024-05-09,22.2,1.9
S042,2024-05-10,23.9,67.3
S042,2024-05-11,32.2,18.0
S042,2024-05-12,-8.9,42.7
S042,2024-05-13,4.2,154.2
S042,2024-05-14,10.6,2.9
S042,2024-05-15,26.2,40.0
S042,2024-05-16,15.4,74.6
S042,2024-05-17,3.7,133.0
S042,2024-05-18,38.6,43.1
S042,2024-05-19,26.0,7.3
S042,2024-05-20,-6.7,37.7
S042,2024-05-21,17.5,97.3
S042,2024-05-22,27.2,93.7
S042,2024-05-23,38.6,53.1
S042,2024-05-24,20.8,48.8
S042,2024-05-25,13.6,45.3
S042,2024-05-26,14.7,26.9
S042,2024-05-27,15.4,85.2
S042,2024-05-28,8.6,90.0
S042,2024-05-29,27.8,55.8
S042,2024-05-30,8.4,162.9
S042,2024-05-31,-999,85.7
S042,2024-06-01,-7.8,45.5
S042,2024-06-02,30.1,51.1
S042,2024-06-03,-999,76.1
S042,2024-06-04,-999,77.2
S042,2024-06-05,13.4,200.0
S042,2024-06-06,1.5,87.1
S042,2024-06-07,28.3,42.4
S042,2024-06-08,-999,25.2
S042,2024-06-09,14.0,98.0
S042,2024-06-10,27.5,85.6
S042,2024-06-11,33.9,163.2
S042,2024-06-12,24.1,64.5
S042,2024-06-13,-9.6,89.8
S042,2024-06-14,1.6,108.0
S042,2024-06-15,39.9,25.8
S042,2024-06-16,30.7,66.5
S042,2024-06-17,39.2,80.3
S042,2024-06-18,5.5,17.2
S042,2024-06-19,15.7,28.7
S042,2024-06-20,-9.7,17.3
S042,2024-06-21,22.5,71.2
S042,2024-06-22,7.3,52.1
S042,2024-06-23,30.4,6.6
S042,2024-06-24,36.7,73.3
S042,2024-06-25,-6.9,55.2
S042,2024-06-26,12.6,167.1
S042,2024-06-27,-4.1,88.0
S042,2024-06-28,10.6,21.8
S042,2024-06-29,36.2,90.7
S042,2024-06-30,26.7,73.7
S042,2024-07-01,6.9,38.4
S042,2024-07-02,9.6,77.9
S042,2024-07-03,0.9,63.8
S042,2024-07-04,25.8,8.2
S042,2024-07-05,34.0,50.7
S042,2024-07-06,34.4,10.1
S042,2024-07-07,23.9,51.3
S042,2024-07-08,24.5,14.1
S042,2024-07-09,31.5,63.1
S042,2024-07-10,15.6,2.8
S042,2024-07-11,-999,22.6
S042,2024-07-12,-999,99.3
S042,2024-07-13,-2.4,112.9
S042,2024-07-14,-0.5,31.6
S042,2024-07-15,17.0,42.6
S042,2024-07-16,7.2,83.9
S042,2024-07-17,32.3,36.8
S042,2024-07-18,-4.0,144.2
S042,2024-07-19,31.7,31.6
S042,2024-07-20,38.6,40.2
S042,2024-07-21,22.5,39.4
S042,2024-07-22,29.0,6.5
S042,2024-07-23,-1.8,77.3
S042,2024-07-24,37.0,13.1
S042,2024-07-25,22.1,88.7
S042,2024-07-26,1.2,54.2
S042,2024-07-27,18.3,37.5
S042,2024-07-28,5.3,150.9
S042,2024-07-29,5.8,84.7
S042,2024-07-30,5.0,92.4
S042,2024-07-31,-1.0,167.0
S042,2024-08-01,11.7,40.9
S042,2024-08-02,18.0,199.9
S042,2024-08-03,0.6,30.7
S042,2024-08-04,-5.6,74.3
S042,2024-08-05,0.1,96.4
S042,2024-08-06,22.9,60.1
S042,2024-08-07,5.0,6.0
S042,2024-08-08,-999,79.6
S042,2024-08-09,1.7,95.5
S042,2024-08-10,-5.3,42.8
S042,2024-08-11,36.3,82.7
S042,2024-08-12,-1.8,16.8
S042,2024-08-13,29.5,51.1
