Station ID,Date,Temperature (C),Precipitation (mm)
S331,2024-01-01,-999,76.5
S331,2024-01-02,-8.6,16.0
S331,2024-01-03,19.8,47.1
S331,2024-01-04,14.4,7.5
S331,2024-01-05,1.8,76.6
S331,2024-01-06,-2.7,93.0
S331,2024-01-07,27.7,103.0
S331,2024-01-08,28.6,66.8
S331,2024-01-09,8.0,94.4
S331,2024-01-10,19.2,60.5
S331,2024-01-11,37.4,32.7
S331,2024-01-12,29.0,58.4
S331,2024-01-13,25.3,23.3
S331,2024-01-14,1.3,5.2
S331,2024-01-15,-2.5,66.8
S331,2024-01-16,-999,9.1
S331,2024-01-17,-999,68.5
S331,2024-01-18,39.4,44.9
S331,2024-01-19,26.8,48.9
S331,2024-01-20,18.0,66.1
S331,2024-01-21,8.3,82.7
S331,2024-01-22,-6.3,83.2
S331,2024-01-23,25.0,54.4
S331,2024-01-24,28.2,51.3
S331,2024-01-25,28.9,42.1
S331,2024-01-26,28.7,19.6
S331,2024-01-27,-9.0,66.9
S331,2024-01-28,-8.1,19.6
S331,2024-01-29,19.4,20.3
S331,2024-01-30,38.3,13.7
S331,2024-01-31,7.1,27.1
S331,2024-02-01,29.5,31.9
S331,2024-02-02,23.5,45.1
S331,2024-02-03,27.7,4.6
S331,2024-02-04,-1.3,35.1
S331,2024-02-05,19.8,5.5
S331,2024-02-06,10.1,82.5
S331,2024-02-07,11.3,1.7
S331,2024-02-08,28.4,8.9
S331,2024-02-09,12.6,62.0
S331,2024-02-10,15.6,99.1
S331,2024-02-11,-6.6,66.5
S331,2024-02-12,1.3,40.6
S331,2024-02-13,13.5,126.8
S331,2024-02-14,15.6,60.3
S331,2024-02-15,20.3,19.4
S331,2024-02-16,36.2,22.0
S331,2024-02-17,-4.0,90.8
S331,2024-02-18,15.5,95.3
S331,2024-02-19,25.5,30.3
S331,2024-02-20,-999,93.0
S331,2024-02-21,-2.6,39.5
S331,2024-02-22,-2.0,12.6
S331,2024-02-23,2.2,117.2
S331,2024-02-24,32.3,87.8
S331,2024-02-25,-7.3,39.1
S331,2024-02-26,18.7,56.9
S331,2024-02-27,31.6,91.0
S331,2024-02-28,-8.0,4.3
S331,2024-02-29,25.4,80.7
S331,2024-03-01,8.2,141.3
S331,2024-03-02,-2.9,71.4
S331,2024-03-03,33.9,61.5
S331,2024-03-04,29.4,182.0
S331,2024-03-05,3.1,6.1
S331,2024-03-06,33.4,26.9
S331,2024-03-07,2.6,54.1
S331,2024-03-08,-999,95.2
S331,2024-03-09,37.2,33.3
S331,2024-03-10,9.8,79.4
S331,2024-03-11,0.6,81.3
S331,2024-03-12,30.5,68.9
S331,2024-03-13,33.2,151.5
S331,2024-03-14,19.1,21.7
S331,2024-03-15,2.7,47.8
S331,2024-03-16,27.8,166.1
S331,2024-03-17,5.2,59.7
S331,2024-03-18,31.8,32.8
S331,2024-03-19,20.8,65.1
S331,2024-03-20,21.5,20.5
S331,2024-03-21,2.5,34.8
S331,2024-03-22,19.0,73.6
S331,2024-03-23,39.1,25.7
S331,2024-03-24,35.1,144.3
S331,2024-03-25,2.8,94.6
S331,2024-03-26,25.1,12.2
S331,2024-03-27,30.7,9.8
S331,2024-03-28,7.7,44.2
S331,2024-03-29,-4.6,43.0
S331,2024-03-30,-3.2,47.6
S331,2024-03-31,-3.1,196.4
S331,2024-04-01,38.6,119.0
S331,2024-04-02,-4.4,130.1
S331,2024-04-03,29.7,55.2
S331,2024-04-04,-2.9,66.8
S331,2024-04-05,7.9,3.0
S331,2024-04-06,27.2,89.3
S331,2024-04-07,28.1,38.2
S331,2024-04-08,8.7,37.4
S331,2024-04-09,15.1,39.7
S331,2024-04-10,5.4,12.2
S331,2024-04-11,-4.1,83.1
S331,2024-04-12,-999,33.7
S331,2024-04-13,-5.3,87.4
S331,2024-04-14,15.2,55.8
S331,2024-04-15,-9.1,43.3
S331,2024-04-16,-9.0,108.9
S331,2024-04-17,16.7,71.2
S331,2024-04-18,25.4,119.7
S331,2024-04-19,39.7,11.2
S331,2024-04-20,24.0,62.9
S331,2024-04-21,-999,147.2
S331,2024-04-22,-999,64.0
S331,2024-04-23,21.0,43.4
S331,2024-04-24,17.7,147.3
S331,2024-04-25,-3.0,83.0
S331,2024-04-26,6.4,73.4
S331,2024-04-27,5.1,82.7
S331,2024-04-28,-1.8,90.4
S331,2024-04-29,6.4,55.6
S331,2024-04-30,-0.3,6.2
S331,2024-05-01,21.5,95.7
S331,2024-05-02,11.9,55.9
S331,2024-05-03,16.6,59.3
S331,2024-05-04,17.6,4.9
S331,2024-05-05,31.4,73.5
S331,2024-05-06,38.1,11.9
S331,2024-05-07,14.3,88.8
S331,2024-05-08,1.5,28.7
S331,2024-05-09,-1.7,62.4
S331,2024-05-10,31.2,78.9
S331,2024-05-11,5.4,147.8
S331,2024-05-12,-3.5,62.2
S331,2024-05-13,13.4,16.3
S331,2024-05-14,28.1,24.0
S331,2024-05-15,20.3,77.0
