Station ID,Date,Temperature (C),Precipitation (mm)
S211,2024-01-01,36.4,77.8
S211,2024-01-02,15.8,183.2
S211,2024-01-03,-9.6,183.0
S211,2024-01-04,2.8,93.2
S211,2024-01-05,20.0,34.7
S211,2024-01-06,39.8,42.8
S211,2024-01-07,29.4,135.7
S211,2024-01-08,7.2,66.1
S211,2024-01-09,6.3,71.9
S211,2024-01-10,35.1,43.3
S211,2024-01-11,-1.2,0.6
S211,2024-01-12,35.6,71.5
S211,2024-01-13,7.3,78.1
S211,2024-01-14,30.2,93.9
S211,2024-01-15,11.9,3.2
S211,2024-01-16,35.3,18.9
S211,2024-01-17,-999,76.6
S211,2024-01-18,-999,73.6
S211,2024-01-19,12.5,47.5
S211,2024-01-20,20.1,20.3
S211,2024-01-21,-8.7,57.0
S211,2024-01-22,-8.3,15.9
S211,2024-01-23,21.9,33.5
S211,2024-01-24,13.9,95.6
S211,2024-01-25,28.4,38.2
S211,2024-01-26,-7.6,10.2
S211,2024-01-27,20.6,187.1
S211,2024-01-28,33.8,40.8
S211,2024-01-29,-2.8,94.6
S211,2024-01-30,-999,54.7
S211,2024-01-31,36.3,40.5
S211,2024-02-01,-999,31.3
S211,2024-02-02,3.4,72.5
S211,2024-02-03,6.2,84.5
S211,2024-02-04,15.4,65.6
S211,2024-02-05,32.3,26.4
S211,2024-02-06,-999,17.7
S211,2024-02-07,23.6,14.0
S211,2024-02-08,25.1,34.6
S211,2024-02-09,36.5,33.7
S211,2024-02-10,15.3,7.3
S211,2024-02-11,-999,27.0
S211,2024-02-12,-999,16.0
S211,2024-02-13,19.0,42.4
S211,2024-02-14,-999,57.3
S211,2024-02-15,9.9,44.7
S211,2024-02-16,20.1,72.1
S211,2024-02-17,23.3,88.7
S211,2024-02-18,13.4,79.8
S211,2024-02-19,25.2,87.4
S211,2024-02-20,-2.2,65.4
S211,2024-02-21,13.7,172.9
S211,2024-02-22,14.3,55.5
S211,2024-02-23,8.3,18.7
S211,2024-02-24,-1.4,72.7
S211,2024-02-25,36.8,132.7
S211,2024-02-26,-6.9,90.7
S211,2024-02-27,20.1,26.1
S211,2024-02-28,35.0,12.8
S211,2024-02-29,-6.6,1.2
S211,2024-03-01,20.1,48.6
S211,2024-03-02,17.3,49.3
S211,2024-03-03,-5.7,39.4
S211,2024-03-04,25.0,80.0
S211,2024-03-05,1.8,189.5
S211,2024-03-06,-5.9,55.5
S211,2024-03-07,-7.3,3.8
S211,2024-03-08,18.1,158.3
S211,2024-03-09,-7.1,79.2
S211,2024-03-10,-7.5,99.7
S211,2024-03-11,38.1,1.0
S211,2024-03-12,22.1,70.8
S211,2024-03-13,11.9,59.6
S211,2024-03-14,37.2,29.5
S211,2024-03-15,40.0,68.2
S211,2024-03-16,16.0,60.7
S211,2024-03-17,10.0,51.5
S211,2024-03-18,-999,47.7
S211,2024-03-19,16.8,34.4
S211,2024-03-20,38.9,44.3
S211,2024-03-21,34.3,39.9
S211,2024-03-22,-999,61.2
S211,2024-03-23,19.5,69.1
S211,2024-03-24,6.3,40.3
S211,2024-03-25,14.8,74.7
S211,2024-03-26,15.0,60.4
S211,2024-03-27,7.7,8.4
S211,2024-03-28,1.1,70.3
S211,2024-03-29,29.6,37.9
S211,2024-03-30,1.3,87.1
S211,2024-03-31,16.8,58.6
S211,2024-04-01,26.3,40.1
S211,2024-04-02,1.5,69.5
S211,2024-04-03,6.6,53.5
S211,2024-04-04,23.2,18.2
S211,2024-04-05,-999,43.2
S211,2024-04-06,28.0,16.1
S211,2024-04-07,15.5,31.5
S211,2024-04-08,15.0,11.5
S211,2024-04-09,-8.6,50.1
S211,2024-04-10,33.6,19.1
S211,2024-04-11,-0.4,52.4
S211,2024-04-12,9.5,34.2
S211,2024-04-13,16.0,30.4
S211,2024-04-14,16.3,43.7
S211,2024-04-15,-7.6,123.3
S211,2024-04-16,15.8,34.7
S211,2024-04-17,-0.0,70.1
S211,2024-04-18,37.1,41.4
S211,2024-04-19,-9.9,49.6
S211,2024-04-20,33.9,17.1
S211,2024-04-21,22.7,51.7
S211,2024-04-22,32.6,68.2
S211,2024-04-23,11.9,17.5
S211,2024-04-24,-5.5,50.3
S211,2024-04-25,29.6,0.9
S211,2024-04-26,19.1,51.9
S211,2024-04-27,27.6,25.4
S211,2024-04-28,25.3,36.0
S211,2024-04-29,-999,84.9
S211,2024-04-30,32.9,0.8
S211,2024-05-01,18.5,80.9
S211,2024-05-02,-5.0,39.2
S211,2024-05-03,4.4,50.2
S211,2024-05-04,35.1,58.5
S211,2024-05-05,31.1,52.8
S211,2024-05-06,31.9,94.9
S211,2024-05-07,-999,144.6
S211,2024-05-08,12.9,63.4
S211,2024-05-09,32.0,75.1
S211,2024-05-10,-2.7,137.1
S211,2024-05-11,36.7,34.1
S211,2024-05-12,10.9,53.3
S211,2024-05-13,0.8,120.2
S211,2024-05-14,30.0,1.9
S211,2024-05-15,6.4,11.2
