Station ID,Date,Temperature (C),Precipitation (mm)
S228,2024-01-01,18.8,31.6
S228,2024-01-02,37.7,72.0
S228,2024-01-03,-999,19.2
S228,2024-01-04,12.9,90.0
S228,2024-01-05,28.9,178.7
S228,2024-01-06,3.0,35.9
S228,2024-01-07,35.7,158.9
S228,2024-01-08,28.2,64.1
S228,2024-01-09,8.7,80.7
S228,2024-01-10,33.2,27.5
S228,2024-01-11,5.0,172.1
S228,2024-01-12,26.3,35.8
S228,2024-01-13,26.8,15.9
S228,2024-01-14,11.8,29.0
S228,2024-01-15,3.5,66.7
S228,2024-01-16,17.0,89.9
S228,2024-01-17,24.1,27.8
S228,2024-01-18,12.5,75.2
S228,2024-01-19,-9.7,35.3
S228,2024-01-20,-8.5,49.0
S228,2024-01-21,11.3,71.2
S228,2024-01-22,38.8,82.0
S228,2024-01-23,21.8,84.0
S228,2024-01-24,18.8,47.8
S228,2024-01-25,24.4,18.9
S228,2024-01-26,25.3,62.6
S228,2024-01-27,8.5,86.8
S228,2024-01-28,23.4,2.0
S228,2024-01-29,33.9,81.0
S228,2024-01-30,-2.6,91.4
S228,2024-01-31,29.7,91.9
S228,2024-02-01,18.5,31.5
S228,2024-02-02,14.6,55.5
S228,2024-02-03,-5.1,148.0
S228,2024-02-04,3.5,12.9
S228,2024-02-05,27.9,65.9
S228,2024-02-06,-5.4,43.0
S228,2024-02-07,11.9,80.0
S228,2024-02-08,23.7,3.7
S228,2024-02-09,28.5,13.1
S228,2024-02-10,-8.9,59.1
S228,2024-02-11,23.7,84.1
S228,2024-02-12,14.8,110.2
S228,2024-02-13,20.1,15.1
S228,2024-02-14,31.7,43.4
S228,2024-02-15,24.2,37.5
S228,2024-02-16,29.4,118.3
S228,2024-02-17,33.4,90.2
S228,2024-02-18,-5.6,6.3
S228,2024-02-19,2.7,95.9
S228,2024-02-20,39.6,57.2
S228,2024-02-21,26.6,72.4
S228,2024-02-22,-1.1,85.3
S228,2024-02-23,-5.5,60.0
S228,2024-02-24,-5.6,68.0
S228,2024-02-25,-999,86.6
S228,2024-02-26,12.5,43.0
S228,2024-02-27,7.1,90.9
S228,2024-02-28,-5.4,4.0
S228,2024-02-29,18.1,8.8
S228,2024-03-01,6.8,92.3
S228,2024-03-02,22.9,84.6
S228,2024-03-03,-1.1,47.6
S228,2024-03-04,2.3,44.5
S228,2024-03-05,32.7,174.0
S228,2024-03-06,-8.8,13.6
S228,2024-03-07,5.0,35.6
S228,2024-03-08,-9.0,29.6
S228,2024-03-09,9.1,88.2
S228,2024-03-10,34.5,79.2
S228,2024-03-11,-7.9,14.4
S228,2024-03-12,34.4,49.4
S228,2024-03-13,-1.6,32.1
S228,2024-03-14,18.3,56.9
S228,2024-03-15,3.4,57.0
S228,2024-03-16,-999,31.0
S228,2024-03-17,33.8,2.6
S228,2024-03-18,21.8,32.9
S228,2024-03-19,-5.2,68.9
