Station ID,Date,Temperature (C),Precipitation (mm)
S270,2024-01-01,39.3,84.3
S270,2024-01-02,3.6,50.2
S270,2024-01-03,2.7,44.9
S270,2024-01-04,-999,135.6
S270,2024-01-05,29.0,98.4
S270,2024-01-06,-3.4,56.2
S270,2024-01-07,3.8,170.7
S270,2024-01-08,12.9,64.3
S270,2024-01-09,38.4,62.2
S270,2024-01-10,26.3,10.5
S270,2024-01-11,-6.7,16.9
S270,2024-01-12,20.2,19.3
S270,2024-01-13,9.2,45.8
S270,2024-01-14,4.2,8.2
S270,2024-01-15,28.7,78.3
S270,2024-01-16,-8.7,76.6
S270,2024-01-17,-7.4,26.4
S270,2024-01-18,34.0,94.4
S270,2024-01-19,35.3,75.2
S270,2024-01-20,19.9,94.6
S270,2024-01-21,-9.7,70.5
S270,2024-01-22,15.6,62.2
S270,2024-01-23,17.4,21.5
S270,2024-01-24,27.5,44.6
S270,2024-01-25,-3.3,7.4
S270,2024-01-26,8.9,91.6
S270,2024-01-27,5.2,74.8
S270,2024-01-28,39.9,23.4
S270,2024-01-29,7.0,26.7
S270,2024-01-30,35.0,43.7
S270,2024-01-31,24.1,22.8
S270,2024-02-01,4.3,66.6
S270,2024-02-02,34.2,61.3
S270,2024-02-03,3.9,74.9
S270,2024-02-04,25.2,18.5
S270,2024-02-05,-2.0,41.2
S270,2024-02-06,-7.0,57.3
S270,2024-02-07,0.5,43.7
S270,2024-02-08,8.0,117.9
S270,2024-02-09,14.1,14.5
S270,2024-02-10,22.6,94.7
S270,2024-02-11,9.1,51.3
S270,2024-02-12,32.5,97.0
S270,2024-02-13,13.1,74.1
S270,2024-02-14,23.3,60.8
S270,2024-02-15,25.2,14.4
S270,2024-02-16,-7.8,110.7
S270,2024-02-17,-4.6,106.0
S270,2024-02-18,29.5,62.8
S270,2024-02-19,-3.1,29.8
S270,2024-02-20,17.6,69.7
S270,2024-02-21,-2.1,26.8
S270,2024-02-22,17.3,57.7
S270,2024-02-23,25.0,18.5
S270,2024-02-24,12.3,35.8
S270,2024-02-25,8.4,36.0
S270,2024-02-26,27.8,99.9
S270,2024-02-27,31.2,42.8
S270,2024-02-28,-999,6.1
S270,2024-02-29,38.2,41.4
S270,2024-03-01,39.4,63.9
S270,2024-03-02,-3.6,67.4
S270,2024-03-03,21.2,76.5
S270,2024-03-04,-7.3,94.5
S270,2024-03-05,30.0,95.9
S270,2024-03-06,28.7,26.4
S270,2024-03-07,37.1,120.8
S270,2024-03-08,23.4,86.2
S270,2024-03-09,38.9,83.6
S270,2024-03-10,-4.9,37.9
S270,2024-03-11,31.1,23.0
S270,2024-03-12,0.0,64.8
S270,2024-03-13,9.7,62.2
S270,2024-03-14,26.9,34.7
S270,2024-03-15,20.0,21.0
S270,2024-03-16,18.6,142.7
S270,2024-03-17,6.1,34.0
S270,2024-03-18,7.9,7.7
S270,2024-03-19,-5.6,4.7
S270,2024-03-20,-0.5,94.4
S270,2024-03-21,28.8,17.8
S270,2024-03-22,34.9,20.2
S270,2024-03-23,25.1,54.9
S270,2024-03-24,-3.9,57.5
S270,2024-03-25,24.4,49.8
S270,2024-03-26,30.5,78.8
S270,2024-03-27,-8.7,27.2
S270,2024-03-28,10.6,64.2
S270,2024-03-29,20.2,63.9
S270,2024-03-30,-3.5,21.5
S270,2024-03-31,25.6,39.6
S270,2024-04-01,24.2,45.9
S270,2024-04-02,22.0,2.2
S270,2024-04-03,19.0,115.4
S270,2024-04-04,26.7,43.2
S270,2024-04-05,-1.6,137.6
S270,2024-04-06,34.4,53.7
S270,2024-04-07,7.8,83.4
S270,2024-04-08,28.3,58.3
S270,2024-04-09,16.1,188.1
S270,2024-04-10,39.2,50.4
S270,2024-04-11,-999,186.2
S270,2024-04-12,35.1,83.1
S270,2024-04-13,-6.1,28.2
S270,2024-04-14,0.2,2.7
S270,2024-04-15,17.5,49.4
S270,2024-04-16,18.5,75.2
S270,2024-04-17,35.4,50.7
S270,2024-04-18,22.6,93.6
S270,2024-04-19,33.2,24.7
S270,2024-04-20,18.3,9.2
S270,2024-04-21,21.0,65.5
S270,2024-04-22,10.2,25.6
S270,2024-04-23,12.1,94.0
S270,2024-04-24,17.5,18.3
S270,2024-04-25,24.4,84.0
S270,2024-04-26,23.7,41.4
S270,2024-04-27,34.4,14.6
S270,2024-04-28,11.7,52.1
S270,2024-04-29,2.3,64.3
S270,2024-04-30,26.0,46.4
S270,2024-05-01,2.0,4.7
S270,2024-05-02,38.7,3.5
S270,2024-05-03,34.1,71.5
S270,2024-05-04,-9.4,88.4
S270,2024-05-05,-4.2,120.8
S270,2024-05-06,-5.9,68.8
S270,2024-05-07,31.7,73.4
S270,2024-05-08,-6.0,11.2
S270,2024-05-09,27.8,77.2
S270,2024-05-10,34.7,74.0
S270,2024-05-11,11.9,88.4
S270,2024-05-12,12.3,111.8
S270,2024-05-13,-6.0,61.8
S270,2024-05-14,29.0,49.3
S270,2024-05-15,39.6,82.6
S270,2024-05-16,31.3,42.4
S270,2024-05-17,29.1,64.2
S270,2024-05-18,2.4,7.5
S270,2024-05-19,19.6,94.0
S270,2024-05-20,14.2,11.6
