Station ID,Date,Temperature (C),Precipitation (mm)
S157,2024-01-01,13.9,79.0
S157,2024-01-02,6.2,58.7
S157,2024-01-03,19.6,50.9
S157,2024-01-04,34.4,170.5
S157,2024-01-05,31.0,69.3
S157,2024-01-06,-6.3,6.7
S157,2024-01-07,4.8,64.9
S157,2024-01-08,5.1,79.7
S157,2024-01-09,-6.7,168.6
S157,2024-01-10,-999,137.2
S157,2024-01-11,35.6,35.8
S157,2024-01-12,-5.1,65.9
S157,2024-01-13,21.6,0.4
S157,2024-01-14,1.1,127.0
S157,2024-01-15,16.0,69.0
S157,2024-01-16,4.2,13.7
S157,2024-01-17,-1.7,98.2
S157,2024-01-18,16.3,74.4
S157,2024-01-19,35.1,88.2
S157,2024-01-20,9.3,60.8
S157,2024-01-21,18.7,63.4
S157,2024-01-22,30.3,80.1
S157,2024-01-23,0.6,80.5
S157,2024-01-24,17.0,99.0
S157,2024-01-25,-999,16.3
S157,2024-01-26,20.9,30.8
S157,2024-01-27,-3.2,18.6
S157,2024-01-28,39.5,92.2
S157,2024-01-29,29.3,42.8
S157,2024-01-30,1.1,7.9
S157,2024-01-31,-7.4,77.0
S157,2024-02-01,5.3,161.8
S157,2024-02-02,-8.3,70.7
S157,2024-02-03,34.3,36.8
S157,2024-02-04,29.7,86.9
S157,2024-02-05,-9.4,199.8
S157,2024-02-06,-5.2,1.9
S157,2024-02-07,-1.9,7.0
S157,2024-02-08,10.7,68.1
S157,2024-02-09,36.1,163.3
S157,2024-02-10,-999,6.5
S157,2024-02-11,19.0,21.9
S157,2024-02-12,-8.2,7.6
S157,2024-02-13,21.0,79.9
S157,2024-02-14,-4.7,51.9
S157,2024-02-15,35.3,26.1
S157,2024-02-16,38.3,42.0
S157,2024-02-17,13.4,87.9
S157,2024-02-18,6.8,164.4
S157,2024-02-19,16.5,94.6
S157,2024-02-20,-7.4,11.0
S157,2024-02-21,25.7,45.0
S157,2024-02-22,10.6,56.6
S157,2024-02-23,37.1,37.3
S157,2024-02-24,12.3,74.1
S157,2024-02-25,17.6,32.3
S157,2024-02-26,39.1,64.7
S157,2024-02-27,4.0,47.6
S157,2024-02-28,10.9,53.5
S157,2024-02-29,8.1,81.2
S157,2024-03-01,23.6,76.6
S157,2024-03-02,34.0,58.8
S157,2024-03-03,-9.7,72.4
S157,2024-03-04,35.6,92.9
S157,2024-03-05,-999,8.8
S157,2024-03-06,23.4,75.2
S157,2024-03-07,26.8,16.7
S157,2024-03-08,10.1,27.5
S157,2024-03-09,27.8,49.6
S157,2024-03-10,2.0,32.2
S157,2024-03-11,4.6,13.3
S157,2024-03-12,16.8,4.8
S157,2024-03-13,18.3,49.9
S157,2024-03-14,22.1,178.2
S157,2024-03-15,28.8,16.1
S157,2024-03-16,9.7,71.7
S157,2024-03-17,21.0,0.1
S157,2024-03-18,36.6,12.5
S157,2024-03-19,6.4,23.7
S157,2024-03-20,33.9,138.9
S157,2024-03-21,-3.2,98.8
S157,2024-03-22,35.1,50.8
S157,2024-03-23,28.0,32.7
S157,2024-03-24,-999,98.2
S157,2024-03-25,-0.8,49.1
S157,2024-03-26,32.4,79.3
S157,2024-03-27,38.9,110.5
S157,2024-03-28,23.1,55.7
S157,2024-03-29,15.9,42.0
S157,2024-03-30,-5.0,132.1
S157,2024-03-31,37.4,1.2
S157,2024-04-01,-2.2,61.4
S157,2024-04-02,-2.5,86.4
S157,2024-04-03,23.2,9.7
S157,2024-04-04,2.8,32.6
S157,2024-04-05,40.0,141.8
S157,2024-04-06,32.4,95.7
S157,2024-04-07,17.6,61.8
S157,2024-04-08,4.0,84.1
S157,2024-04-09,35.3,77.9
S157,2024-04-10,-2.7,33.4
S157,2024-04-11,39.6,117.3
S157,2024-04-12,31.9,51.8
S157,2024-04-13,12.7,83.5
