Station ID,Date,Temperature (C),Precipitation (mm)
S124,2024-01-01,22.6,50.3
S124,2024-01-02,8.4,30.6
S124,2024-01-03,2.7,69.4
S124,2024-01-04,10.7,86.2
S124,2024-01-05,-999,21.5
S124,2024-01-06,-3.0,10.3
S124,2024-01-07,-9.6,5.4
S124,2024-01-08,29.8,1.4
S124,2024-01-09,6.8,66.6
S124,2024-01-10,15.6,47.6
S124,2024-01-11,38.1,69.5
S124,2024-01-12,39.4,75.6
S124,2024-01-13,26.9,42.6
S124,2024-01-14,13.6,71.6
S124,2024-01-15,10.7,63.1
S124,2024-01-16,31.0,35.5
S124,2024-01-17,21.5,11.0
S124,2024-01-18,1.4,39.0
S124,2024-01-19,-3.1,14.8
S124,2024-01-20,29.5,10.1
S124,2024-01-21,7.6,26.9
S124,2024-01-22,37.6,86.4
S124,2024-01-23,-4.5,76.2
S124,2024-01-24,20.9,14.8
S124,2024-01-25,35.7,128.2
S124,2024-01-26,-5.4,70.0
S124,2024-01-27,37.5,49.0
S124,2024-01-28,34.8,57.4
S124,2024-01-29,21.9,3.7
S124,2024-01-30,-8.6,41.8
S124,2024-01-31,2.0,98.5
S124,2024-02-01,31.4,21.3
S124,2024-02-02,6.6,99.7
S124,2024-02-03,21.6,128.7
S124,2024-02-04,-9.6,49.5
S124,2024-02-05,7.0,75.8
S124,2024-02-06,6.9,35.6
S124,2024-02-07,5.7,78.5
S124,2024-02-08,26.8,42.3
S124,2024-02-09,27.3,55.9
S124,2024-02-10,1.7,106.8
S124,2024-02-11,-0.0,85.2
S124,2024-02-12,-4.6,9.9
S124,2024-02-13,12.8,34.3
S124,2024-02-14,11.8,85.3
S124,2024-02-15,11.5,18.3
S124,2024-02-16,13.5,68.6
S124,2024-02-17,17.7,196.7
S124,2024-02-18,36.1,51.8
S124,2024-02-19,5.8,52.2
S124,2024-02-20,23.2,86.5
S124,2024-02-21,17.2,37.7
S124,2024-02-22,-8.3,41.5
S124,2024-02-23,26.8,62.1
S124,2024-02-24,3.7,90.1
S124,2024-02-25,9.2,45.5
S124,2024-02-26,-9.0,1.8
S124,2024-02-27,14.0,2.0
S124,2024-02-28,30.0,80.5
S124,2024-02-29,-1.6,21.8
S124,2024-03-01,10.6,145.3
S124,2024-03-02,16.9,63.0
S124,2024-03-03,9.8,50.3
S124,2024-03-04,9.1,36.8
S124,2024-03-05,-5.8,72.5
S124,2024-03-06,-7.0,64.4
S124,2024-03-07,-1.0,39.7
S124,2024-03-08,6.7,43.2
S124,2024-03-09,16.7,15.0
S124,2024-03-10,-999,14.6
S124,2024-03-11,10.3,30.7
S124,2024-03-12,-8.3,23.7
S124,2024-03-13,-6.3,94.4
S124,2024-03-14,-6.6,87.8
S124,2024-03-15,-4.3,117.8
S124,2024-03-16,26.8,61.8
S124,2024-03-17,14.2,56.0
S124,2024-03-18,36.6,31.4
S124,2024-03-19,-999,67.0
S124,2024-03-20,39.9,153.8
S124,2024-03-21,5.4,65.9
S124,2024-03-22,14.1,74.5
S124,2024-03-23,-9.9,101.4
S124,2024-03-24,-4.2,98.2
S124,2024-03-25,6.7,75.8
S124,2024-03-26,15.5,83.1
S124,2024-03-27,-3.7,40.6
S124,2024-03-28,3.3,29.6
S124,2024-03-29,-9.1,47.6
S124,2024-03-30,8.8,76.6
S124,2024-03-31,8.7,14.4
S124,2024-04-01,20.4,41.3
S124,2024-04-02,33.0,27.3
S124,2024-04-03,11.1,12.4
S124,2024-04-04,-999,85.7
S124,2024-04-05,13.1,25.2
S124,2024-04-06,32.4,77.0
S124,2024-04-07,31.5,58.5
S124,2024-04-08,19.2,64.4
S124,2024-04-09,-999,126.4
S124,2024-04-10,10.0,71.1
S124,2024-04-11,37.2,49.2
S124,2024-04-12,-8.5,40.5
S124,2024-04-13,1.9,86.8
S124,2024-04-14,27.0,41.4
S124,2024-04-15,18.8,91.2
S124,2024-04-16,-999,7.1
S124,2024-04-17,1.5,161.4
S124,2024-04-18,6.6,35.7
S124,2024-04-19,37.0,36.9
S124,2024-04-20,-999,27.9
S124,2024-04-21,28.1,48.3
S124,2024-04-22,12.4,158.6
S124,2024-04-23,6.5,20.0
S124,2024-04-24,7.9,60.2
S124,2024-04-25,1.4,21.1
S124,2024-04-26,13.3,30.4
S124,2024-04-27,1.1,57.5
