Station ID,Date,Temperature (C),Precipitation (mm)
S002,2024-01-01,7.8,33.2
S002,2024-01-02,-3.8,74.3
S002,2024-01-03,34.7,149.6
S002,2024-01-04,14.9,80.1
S002,2024-01-05,26.4,82.2
S002,2024-01-06,17.3,66.1
S002,2024-01-07,5.3,69.0
S002,2024-01-08,-999,35.3
S002,2024-01-09,39.9,194.8
S002,2024-01-10,-6.2,80.1
S002,2024-01-11,24.0,60.8
S002,2024-01-12,-999,77.9
S002,2024-01-13,8.3,60.5
S002,2024-01-14,24.0,76.3
S002,2024-01-15,18.7,65.0
S002,2024-01-16,2.5,49.9
S002,2024-01-17,9.3,26.0
S002,2024-01-18,12.3,91.6
S002,2024-01-19,14.6,45.2
S002,2024-01-20,34.9,68.2
S002,2024-01-21,32.3,6.5
S002,2024-01-22,17.1,71.2
S002,2024-01-23,36.4,50.9
S002,2024-01-24,-3.9,79.0
S002,2024-01-25,-8.7,80.4
S002,2024-01-26,17.6,30.9
S002,2024-01-27,40.0,76.9
S002,2024-01-28,31.2,164.2
S002,2024-01-29,12.5,87.8
S002,2024-01-30,29.0,96.6
S002,2024-01-31,11.6,12.4
S002,2024-02-01,-2.3,70.9
S002,2024-02-02,7.3,84.6
S002,2024-02-03,2.5,12.5
S002,2024-02-04,5.1,16.9
S002,2024-02-05,37.1,72.1
S002,2024-02-06,20.3,82.5
S002,2024-02-07,-999,57.7
S002,2024-02-08,22.6,63.9
S002,2024-02-09,14.9,95.7
S002,2024-02-10,14.1,29.7
S002,2024-02-11,-6.4,48.4
S002,2024-02-12,0.2,71.8
S002,2024-02-13,26.7,113.1
S002,2024-02-14,8.5,46.6
S002,2024-02-15,3.4,29.0
S002,2024-02-16,9.2,86.5
S002,2024-02-17,-2.0,31.3
S002,2024-02-18,28.2,49.9
S002,2024-02-19,-999,150.5
S002,2024-02-20,38.3,5.1
S002,2024-02-21,14.7,47.1
S002,2024-02-22,16.8,88.2
S002,2024-02-23,26.4,40.1
S002,2024-02-24,18.5,7.4
S002,2024-02-25,15.2,98.9
S002,2024-02-26,24.0,139.4
S002,2024-02-27,29.7,175.5
S002,2024-02-28,-0.0,4.5
S002,2024-02-29,-3.1,45.7
S002,2024-03-01,20.3,61.3
S002,2024-03-02,-1.9,29.9
S002,2024-03-03,6.8,70.9
S002,2024-03-04,5.0,67.4
S002,2024-03-05,39.0,72.5
S002,2024-03-06,-999,96.7
S002,2024-03-07,29.1,72.1
S002,2024-03-08,19.2,62.0
S002,2024-03-09,32.1,3.2
S002,2024-03-10,37.4,31.4
S002,2024-03-11,-2.4,77.5
S002,2024-03-12,36.0,6.2
S002,2024-03-13,-3.1,66.2
S002,2024-03-14,16.3,91.2
S002,2024-03-15,7.1,72.1
S002,2024-03-16,22.2,19.2
S002,2024-03-17,2.3,97.3
S002,2024-03-18,4.9,70.5
S002,2024-03-19,5.9,179.5
S002,2024-03-20,3.7,38.0
S002,2024-03-21,39.0,180.5
S002,2024-03-22,4.5,34.6
S002,2024-03-23,12.1,20.2
S002,2024-03-24,16.9,13.7
S002,2024-03-25,20.8,67.0
S002,2024-03-26,16.6,41.3
S002,2024-03-27,25.9,0.5
S002,2024-03-28,17.5,93.5
S002,2024-03-29,33.9,96.4
S002,2024-03-30,6.1,108.9
S002,2024-03-31,18.7,93.7
S002,2024-04-01,35.7,17.6
S002,2024-04-02,36.0,49.5
S002,2024-04-03,36.8,187.7
S002,2024-04-04,-9.5,98.3
S002,2024-04-05,4.2,49.4
S002,2024-04-06,36.9,19.3
S002,2024-04-07,-4.4,25.7
S002,2024-04-08,-0.7,56.8
S002,2024-04-09,27.9,89.7
S002,2024-04-10,31.3,66.9
S002,2024-04-11,-0.8,24.8
S002,2024-04-12,3.0,95.4
S002,2024-04-13,5.1,65.4
S002,2024-04-14,24.6,30.7
S002,2024-04-15,10.3,70.4
S002,2024-04-16,5.5,129.5
S002,2024-04-17,20.7,15.3
S002,2024-04-18,27.4,54.9
S002,2024-04-19,13.5,21.8
S002,2024-04-20,2.4,8.2
S002,2024-04-21,12.3,56.4
S002,2024-04-22,-6.9,57.3
S002,2024-04-23,-2.5,11.6
S002,2024-04-24,0.3,51.0
S002,2024-04-25,30.4,45.7
S002,2024-04-26,-7.1,72.3
S002,2024-04-27,9.8,57.8
S002,2024-04-28,-7.7,99.4
S002,2024-04-29,36.7,103.2
S002,2024-04-30,10.4,97.8
S002,2024-05-01,22.3,138.2
S002,2024-05-02,33.5,68.3
S002,2024-05-03,23.1,34.8
S002,2024-05-04,-1.1,72.8
S002,2024-05-05,-999,29.8
S002,2024-05-06,23.7,82.3
S002,2024-05-07,2.4,93.7
S002,2024-05-08,26.3,41.9
S002,2024-05-09,28.3,20.6
S002,2024-05-10,-999,70.3
S002,2024-05-11,-7.6,23.4
S002,2024-05-12,0.9,50.4
S002,2024-05-13,4.5,31.9
S002,2024-05-14,19.9,30.2
S002,2024-05-15,-2.8,30.1
S002,2024-05-16,-7.0,91.2
S002,2024-05-17,21.3,97.2
S002,2024-05-18,37.1,31.9
S002,2024-05-19,10.8,75.4
S002,2024-05-20,13.7,70.8
S002,2024-05-21,30.3,96.8
S002,2024-05-22,17.9,20.3
S002,2024-05-23,22.3,9.2
S002,2024-05-24,26.2,67.4
S002,2024-05-25,20.1,76.2
S002,2024-05-26,26.2,86.9
S002,2024-05-27,6.6,93.7
S002,2024-05-28,38.1,147.9
S002,2024-05-29,2.1,91.5
S002,2024-05-30,17.6,53.4
S002,2024-05-31,8.0,49.7
S002,2024-06-01,-5.1,84.0
S002,2024-06-02,35.7,56.3
S002,2024-06-03,1.1,93.5
S002,2024-06-04,19.0,33.0
S002,2024-06-05,9.0,65.5
S002,2024-06-06,24.2,96.7
S002,2024-06-07,22.1,79.5
S002,2024-06-08,-1.5,91.7
S002,2024-06-09,17.1,3.4
S002,2024-06-10,32.3,76.4
S002,2024-06-11,10.6,70.7
